ID,Variable 1,Dependency,Variable 2
1,Event_TSE_CornerHead_Goal_AT,->,Event_TSE_CornerHead_AT
2,Event_CA_ChanceRight_Goal_HT,->,Event_CA_ChanceLMR_Goal_HT
3,CDs_HT,-,CDs_and_WBs_HT
4,Event_Normal_ChanceDFK_Goal_HT,-,Event_Normal_ChanceDFK_HT
5,RatingRightAtt_HT,-,Score_right_HT
6,Event_PSE_WingAnyone_AT,->,Wingers_AT
7,Event_PSE_UnpredMistake_AT,->,Event_PSE_AT
8,Event_PSE_QuickRush_Goal_HT,->,Event_PSE_QuickRush_HT
9,Event_PSE_Goal_AT,->,Event_SE_Goal_AT
10,Event_PSE_QuickPass_AT,-,Event_PSE_QuickPass_Goal_AT
11,Event_PSE_Quick_Goal_HT,->,Event_PSE_Goal_HT
12,Quick_defenders_AT,->,PDIMs_AT
13,Quick_defenders_AT,->,Event_PSE_QuickPass_HT
14,Event_CA_Goal_HT,->,Goals_HT
15,CDs_and_WBs_AT,-,Forwards_AT
16,Event_Normal_ChancePK_Goal_HT,-,Event_Normal_ChancePK_HT
17,Event_Normal_ChanceMid_Goal_HT,->,Event_Normal_ChanceLRM_Goal_HT
18,Event_CA_ChanceLeft_AT,-,Event_CA_ChanceMid_AT
19,Event_TSE_CornerHead_AT,->,Event_TSE_AT
20,Forwards_AT,->,PNFs_AT
21,Event_TSE_CornerHead_Goal_HT,->,Event_TSE_CornerHead_HT
22,Event_Normal_ChanceMid_AT,->,Event_Normal_ChanceLeft_AT
23,Event_TSE_TiredDef_AT,-,Event_TSE_TiredDef_Goal_AT
24,Head_opposing_players_HT,->,Forwards_HT
25,TacticType_AT,->,TacticSkill_AT
26,Event_PSE_UnpredOwnGoal_HT,-,Event_PSE_UnpredOwnGoal_OwnGoal_HT
27,Event_Normal_ChanceLS_Goal_HT,->,Event_Normal_ChanceLS_all_Goal_HT
28,Event_Normal_ChanceMid_AT,-,Event_Normal_ChanceMid_Goal_AT
29,Event_Normal_ChanceLRM_Goal_HT,->,Event_Normal_ChanceLeft_Goal_HT
30,Event_Normal_ChanceMid_Goal_HT,->,Event_Normal_ChanceMid_HT
31,Unpredictable_offensives_AT,->,Unpredictable_players_AT
32,CDs_HT,->,Wingers_HT
33,Event_Normal_ChanceRight_HT,->,Event_Normal_ChanceMid_HT
34,TacticType_HT,->,TacticSkill_HT
35,Event_CA_ChanceRight_HT,->,Event_CA_HT
36,Event_CA_ChanceMid_Goal_AT,->,Event_CA_ChanceMid_AT
37,Event_Normal_ChanceLS_Goal_AT,->,Event_Normal_ChanceLS_all_Goal_AT
38,PSE_spec_player_count_AT,->,PSE_player_count_HT_AT
39,Event_Normal_ChanceRight_Goal_HT,->,Event_Normal_ChanceRight_HT
40,Event_PSE_Quick_Goal_AT,->,Event_PSE_Goal_AT
41,Event_CA_ChanceIFK_Goal_AT,->,Event_CA_ChanceIFK_AT
42,Unpredictable_defenders_HT,->,Unpredictable_players_HT
43,Head_opposing_players_HT,->,Unpredictable_own_goal_players_HT
44,Possession_HT,-,RatingMidfield_AT
45,Event_PSE_QuickStop_AT,->,Quick_offensives_AT
46,Event_CA_ChanceLeft_Goal_HT,-,Event_CA_ChanceLeft_HT
47,Unpredictable_special_action_players_AT,->,Unpredictable_mistake_players_AT
48,Event_PSE_WingAnyone_HT,->,Event_PSE_HT
49,CDs_and_WBs_AT,->,Wingers_AT
50,Event_TSE_ExperienceFwd_Goal_HT,->,Event_TSE_Goal_HT
51,Corner_headers_defence_HT,-,Corner_headers_offence_HT
52,RatingMidAtt_AT,-,Score_middle_AT
53,Event_CA_ChanceLeft_AT,-,Event_CA_ChanceRight_AT
54,Event_PSE_HT,->,Event_PSE_QuickStop_HT
55,Event_Normal_HT,-,Normal_chances_missed_HT
56,Event_Normal_AT,->,Normal_chances_missed_AT
57,Event_PSE_TechHead_AT,->,Event_PSE_WingAnyone_AT
58,Event_TSE_Goal_HT,->,Event_SE_Goal_HT
59,CDs_and_WBs_HT,->,Wingers_HT
60,Event_PSE_QuickPass_Goal_HT,->,Event_PSE_Quick_Goal_HT
61,Event_CA_ChanceIFK_HT,->,Event_CA_HT
62,Event_PSE_UnpredOwnGoal_HT,->,Event_PSE_HT
63,Event_PSE_TechHead_HT,->,Event_PSE_HT
64,Forwards_AT,->,Wingers_AT
65,Event_PSE_QuickPass_AT,->,Quick_offensives_AT
66,Corner_headers_defence_HT,-,Head_opposing_players_HT
67,Event_PSE_UnpredScoreOwn_HT,->,PSE_unpred_chances_missed_HT
68,Event_CA_ChanceIFK_Goal_HT,-,Event_CA_ChanceIFK_HT
69,Event_CA_ChanceDFK_Goal_HT,-,Event_CA_ChanceDFK_HT
70,Event_CA_AT,-,Event_CA_ChanceMid_AT
71,Corner_headers_defence_AT,->,Head_opposing_players_AT
72,Event_CA_AT,->,Event_CA_ChanceLeft_AT
73,Event_PSE_UnpredMistake_OwnGoal_HT,->,Event_PSE_OwnGoal_HT
74,Event_TSE_CornerHead_Goal_AT,->,Event_TSE_Corner_Goal_AT
75,Event_TSE_CornerAnyone_Goal_AT,->,Event_TSE_Corner_Goal_AT
76,Event_PSE_UnpredLongPass_AT,-,Event_PSE_UnpredLongPass_Goal_AT
77,Event_PSE_WingAnyone_AT,->,Event_PSE_AT
78,Unpredictable_mistake_players_HT,-,Unpredictable_special_action_players_HT
79,Event_CA_ChanceMid_Goal_HT,->,Event_CA_ChanceLMR_Goal_HT
80,Event_PSE_TechHead_AT,-,Event_PSE_TechHead_Goal_AT
81,Event_Normal_ChanceLSNonTactic_Goal_AT,->,Event_Normal_ChanceLS_all_Goal_AT
82,Event_PSE_HT,->,Event_PSE_QuickPass_HT
83,Event_Normal_ChanceLRM_Goal_HT,->,Event_Normal_Goal_HT
84,Event_SEZ_PDIM_HT,-,PDIMs_HT
85,Event_TSE_ExperienceFwd_AT,-,Event_TSE_ExperienceFwd_Goal_AT
86,Event_TSE_Goal_AT,->,Event_SE_Goal_AT
87,RatingLeftAtt_AT,-,Score_left_AT
88,Event_SEZ_PNF_AT,-,Event_SEZ_PNF_Goal_AT
89,Head_offensives_HT,-,Head_opposing_players_HT
90,Event_CA_AT,->,TacticSkill_AT
91,Unpredictable_mistake_players_HT,->,Unpredictable_own_goal_players_HT
92,CA_tactic_HT,-,TacticType_HT
93,Unpredictable_offensives_HT,->,Unpredictable_players_HT
94,Event_TSE_ExperienceFwd_AT,->,Event_TSE_AT
95,Event_Normal_ChanceRight_Goal_AT,->,Event_Normal_ChanceRight_AT
96,Corner_headers_offence_AT,->,Event_TSE_CornerHead_AT
97,Event_CA_ChanceRight_Goal_HT,->,Event_CA_ChanceRight_HT
98,Event_Normal_ChanceIFK_AT,-,Event_Normal_ChanceIFK_Goal_AT
99,Corner_headers_defence_HT,-,Head_offensives_HT
100,Event_TSE_HT,->,Event_TSE_Goal_HT
101,Event_PSE_Goal_HT,->,Event_SE_Goal_HT
102,Event_PSE_UnpredOwnGoal_HT,->,Unpredictable_own_goal_players_HT
103,Event_PSE_QuickRush_Goal_AT,->,Event_PSE_Quick_Goal_AT
104,Event_TSE_Goal_AT,->,Event_TSE_AT
105,Event_Normal_Goal_HT,->,Event_Normal_HT
106,Event_CA_ChanceDFK_Goal_AT,->,Event_CA_ChanceDFK_AT
107,Event_PSE_UnpredSpecial_Goal_HT,->,Event_PSE_Unpred_Goals_HT
108,Event_CA_ChanceDFK_Goal_AT,->,Event_CA_Goal_AT
109,Event_TSE_TiredDef_Goal_HT,-,Event_TSE_TiredDef_HT
110,Event_CA_ChanceDFK_AT,->,Event_CA_ChanceRight_AT
111,Event_CA_ChanceMid_Goal_HT,-,Event_CA_ChanceMid_HT
112,RatingMidAtt_HT,-,Score_middle_HT
113,Event_CA_ChanceRight_Goal_AT,->,Event_CA_ChanceLMR_Goal_AT
114,RatingISPDef_HT,->,Score_ISP_AT
115,Event_PSE_WingAnyone_Goal_AT,->,Event_PSE_WingAnyone_AT
116,Event_PSE_QuickRush_AT,-,Event_PSE_QuickRush_Goal_AT
117,Quick_defenders_AT,->,Event_PSE_QuickRush_HT
118,Event_Normal_ChanceLeft_HT,->,Event_Normal_ChanceLeft_Goal_HT
119,Event_TSE_CornerAnyone_AT,->,Event_TSE_CornerHead_AT
120,Event_TSE_ExperienceFwd_Goal_HT,-,Event_TSE_ExperienceFwd_HT
121,Event_CA_ChanceIFK_AT,->,Event_CA_ChanceMid_AT
122,PDIMs_HT,->,Quick_defenders_HT
123,Head_offensives_HT,->,Event_PSE_WingAnyone_HT
124,Event_PSE_QuickPass_Goal_HT,->,Event_PSE_QuickPass_HT
125,Event_CA_ChanceIFK_AT,->,Event_CA_ChanceLeft_AT
126,Event_SEZ_PNF_Goal_HT,-,Event_SEZ_PNF_HT
127,Event_CA_ChanceLMR_Goal_AT,->,Event_CA_Goal_AT
128,Event_PSE_TechHead_AT,-,Technical_offensives_AT
129,Event_PSE_WingAnyone_Goal_AT,->,Event_PSE_Wing_Goal_AT
130,Event_CA_HT,->,TacticSkill_HT
131,Event_PSE_UnpredMistake_AT,-,Event_PSE_UnpredMistake_OwnGoal_AT
132,Corner_headers_defence_AT,-,Head_offensives_AT
133,Event_CA_Goal_HT,->,Event_CA_HT
134,Event_PSE_UnpredMistake_OwnGoal_AT,->,Event_PSE_OwnGoal_AT
135,PNFs_HT,->,Forwards_HT
136,Event_TSE_InexpDef_Goal_HT,-,Event_TSE_InexpDef_HT
137,Goals_AT,->,HDA
138,Event_PSE_UnpredLongPass_HT,->,Event_PSE_HT
139,Unpredictable_own_goal_players_AT,->,Unpredictable_mistake_players_AT
140,Event_Normal_ChanceLeft_HT,->,Event_Normal_ChanceMid_HT
141,RatingISPAtt_AT,->,Score_ISP_AT
142,Event_PSE_UnpredSpecial_Goal_HT,-,Event_PSE_UnpredSpecial_HT
143,Event_PSE_UnpredLongPass_Goal_AT,->,Event_PSE_Unpred_Goals_AT
144,Corner_headers_defence_AT,-,Corner_headers_offence_AT
145,Event_TSE_ExperienceFwd_Goal_AT,-,Event_TSE_Goal_AT
146,Event_PSE_WingHead_AT,-,Event_PSE_WingHead_Goal_AT
147,Event_PSE_UnpredOwnGoal_OwnGoal_HT,->,Event_PSE_OwnGoal_HT
148,Event_PSE_UnpredSpecial_Goal_AT,->,Event_PSE_UnpredSpecial_AT
149,Event_CA_ChanceMid_HT,->,Event_CA_ChanceRight_HT
150,Event_PSE_WingAnyone_Goal_HT,->,Event_PSE_Wing_Goal_HT
151,Event_PSE_UnpredSpecial_Goal_AT,->,Event_PSE_Unpred_Goals_AT
152,Event_TSE_InexpDef_AT,-,Event_TSE_InexpDef_Goal_AT
153,RatingISPDef_AT,->,Score_ISP_HT
154,Event_PSE_UnpredOwnGoal_OwnGoal_AT,->,Event_PSE_OwnGoal_AT
155,Event_PSE_QuickPass_Goal_AT,->,Event_PSE_Quick_Goal_AT
156,Event_TSE_CornerAnyone_Goal_HT,->,Event_TSE_Corner_Goal_HT
157,Event_Normal_HT,->,Event_Normal_AT
158,Event_SEZ_PNF_HT,-,PNFs_HT
159,Event_CA_ChanceIFK_AT,-,Event_CA_ChanceRight_AT
160,Event_PSE_UnpredOwnGoal_AT,-,Event_PSE_UnpredOwnGoal_OwnGoal_AT
161,Event_TSE_InexpDef_AT,->,Event_TSE_AT
162,Event_PSE_Goal_HT,->,Event_PSE_HT
163,Event_PSE_WingHead_Goal_HT,-,Event_PSE_WingHead_HT
164,Event_PSE_TechHead_Goal_HT,-,Event_PSE_TechHead_HT
165,Event_TSE_HT,->,Event_TSE_CornerHead_HT
166,Event_PSE_WingAnyone_Goal_HT,->,Event_PSE_WingAnyone_HT
167,CA_tactic_AT,-,TacticType_AT
168,Event_CA_ChanceMid_AT,-,Event_CA_ChanceRight_AT
169,Event_PSE_UnpredScoreOwn_Goal_HT,->,Event_PSE_Unpred_Goals_HT
170,Unpredictable_defenders_AT,->,Unpredictable_players_AT
171,Event_PSE_UnpredMistake_HT,-,Event_PSE_UnpredMistake_OwnGoal_HT
172,Event_CA_ChanceLMR_Goal_HT,->,Event_CA_Goal_HT
173,Event_Normal_ChanceLeft_HT,->,Event_Normal_ChanceRight_HT
174,PSE_unpred_chances_missed_AT,->,Event_PSE_UnpredSpecial_AT
175,Event_PSE_UnpredMistake_HT,-,Unpredictable_mistake_players_HT
176,Goals_HT,->,HDA
177,PSE_spec_player_count_HT,->,PSE_player_count_HT_AT
178,Event_PSE_QuickRush_AT,->,Quick_defenders_HT
179,PSE_unpred_chances_missed_AT,->,Event_PSE_UnpredScoreOwn_AT
180,Event_CA_ChanceDFK_HT,->,Event_CA_HT
