ID,Variable 1,Dependency,Variable 2
1,BF_BreastfedMonths,->,CHI_Age
2,CUL_LanguageGroup,->,BF_EarlyBreastfeeding
3,GEO_Region,->,WSH_ImprovedWaterSource
4,IMM_VitaminA1,->,BF_EarlyBreastfeeding
5,HOU_ModernWallMaterial,->,BF_EarlyBreastfeeding
6,ECO_WealthQuintile,->,WSH_ImprovedToilet
7,IMM_Measles,->,IMM_VitaminA1
8,MTH_MaternalAge,->,FP_BirthsLast5Yrs
9,BF_BottleFeeding,->,BF_BreastfedMonths
10,WSH_ImprovedWaterSource,->,HOU_CookingFuel
11,CUL_LanguageGroup,->,GEO_Region
12,BF_BreastfedMonths,->,IMM_Diptheria
13,KNW_WatchTV,->,SRV_Near
14,WSH_ImprovedWaterSource,->,HOU_ModernWallMaterial
15,BF_BreastfedMonths,->,BF_EarlyBreastfeeding
16,GEO_Region,->,WSH_WaterTreated
17,CUL_Religion,->,WSH_ImprovedToilet
18,SRV_Near,->,SRV_OKAlone
19,GEO_Region,->,HOU_ModernWallMaterial
20,WSH_WaterTreated,->,WSH_ImprovedWaterSource
21,BF_BreastfedMonths,->,FP_BirthsLast5Yrs
22,BF_BreastfedMonths,->,FP_ModernMethod
23,MTH_MaternalAge,->,MTH_Education
24,HOU_CookingFuel,->,HOU_ModernWallMaterial
25,CUL_LanguageGroup,->,CUL_Religion
26,WSH_WaterTreated,->,HOU_CookingFuel
27,KNW_WatchTV,->,MTH_Education
28,BF_BottleFeeding,->,CHI_Age
29,CUL_Religion,->,HOU_ModernWallMaterial
30,KNW_WatchTV,->,CUL_Religion
31,IMM_Measles,->,IMM_Diptheria
32,CHI_Age,->,FP_BirthsLast5Yrs
33,FP_BirthsLast5Yrs,->,WSH_SafeStoolDisposal
34,BF_BottleFeeding,->,BF_EarlyBreastfeeding
35,CUL_LanguageGroup,->,WSH_ImprovedWaterSource
36,CHI_Age,->,WSH_SafeStoolDisposal
37,WSH_ImprovedToilet,->,WSH_SafeStoolDisposal
38,WSH_ImprovedWaterSource,->,CUL_Religion
39,MTH_MaternalAge,->,CHI_Age
40,CUL_LanguageGroup,->,HOU_CookingFuel
41,IMM_Diptheria,->,IMM_VitaminA1
42,CHI_Age,->,IMM_Measles
