ID,Variable 1,Dependency,Variable 2
1,WSH_WashWithAgent,->,WSH_WaterTreated
2,WSH_ImprovedWaterSource,->,HOU_ModernWallMaterial
3,HOU_ModernWallMaterial,->,HOU_CookingFuel
4,MTH_MaternalAge,->,FP_BirthsLast5Yrs
5,WSH_ImprovedToilet,->,DIA_HadDiarrhoea
6,WSH_ImprovedToilet,->,WSH_SafeStoolDisposal
7,BF_BottleFeeding,->,CHI_Age
8,CUL_Religion,->,IMM_Measles
9,WSH_ImprovedWaterSource,->,HOU_CookingFuel
10,CHI_Age,->,WSH_SafeStoolDisposal
11,BF_EarlyBreastfeeding,->,CUL_LanguageGroup
12,IMM_Measles,->,CHI_Age
13,IMM_Diptheria,->,IMM_Measles
14,BF_EarlyBreastfeeding,->,IMM_VitaminA1
15,GEO_Region,->,WSH_ImprovedWaterSource
16,CHI_Age,->,FP_BirthsLast5Yrs
17,BF_BreastfedMonths,->,CHI_Weight4Height
18,IMM_Measles,->,IMM_VitaminA1
19,WSH_ImprovedWaterSource,->,DIA_HadDiarrhoea
20,BF_BreastfedMonths,->,FP_ModernMethod
21,BF_BreastfedMonths,->,IMM_Measles
22,BF_BreastfedMonths,->,FP_BirthsLast5Yrs
23,KNW_WatchTV,->,MTH_Education
24,GEO_Region,->,SRV_Near
25,FP_ModernMethod,->,FP_BirthsLast5Yrs
26,CUL_Religion,->,WSH_ImprovedToilet
27,CUL_Religion,->,IMM_Diptheria
28,CUL_LanguageGroup,->,CUL_Religion
29,BF_BreastfedMonths,->,BF_BottleFeeding
30,WSH_ImprovedWaterSource,->,WSH_WaterTreated
31,BF_EarlyBreastfeeding,->,CHI_Weight4Height
32,CUL_LanguageGroup,->,GEO_Region
33,ECO_WealthQuintile,->,WSH_ImprovedToilet
34,ECO_WealthQuintile,->,WSH_ImprovedWaterSource
35,ECO_WealthQuintile,->,FP_ModernMethod
36,MTH_Education,->,IMM_Measles
37,KNW_WatchTV,->,IMM_Measles
38,MTH_MaternalAge,->,CHI_Age
39,BF_BreastfedMonths,->,IMM_Diptheria
40,GEO_Region,->,HOU_ModernWallMaterial
41,BF_EarlyBreastfeeding,->,IMM_Measles
42,CUL_LanguageGroup,->,IMM_Measles
43,HOU_CookingFuel,->,WSH_WaterTreated
44,WSH_WaterTreated,->,DIA_HadDiarrhoea
45,WSH_WashWithAgent,->,DIA_HadDiarrhoea
46,SRV_Near,->,SRV_OKAlone
47,WSH_SafeStoolDisposal,->,DIA_HadDiarrhoea
48,IMM_Diptheria,->,IMM_VitaminA1
49,BF_EarlyBreastfeeding,->,BF_BottleFeeding
50,MTH_Education,->,FP_ModernMethod
51,CUL_Religion,->,HOU_ModernWallMaterial
52,FP_BirthsLast5Yrs,->,WSH_SafeStoolDisposal
53,MTH_Education,->,IMM_Diptheria
54,KNW_WatchTV,->,IMM_Diptheria
55,BF_BreastfedMonths,->,CHI_Age
56,BF_EarlyBreastfeeding,->,IMM_Diptheria
57,CUL_LanguageGroup,->,IMM_Diptheria
58,MTH_Education,->,BF_BreastfedMonths
