ID,Variable 1,Dependency,Variable 2
1,CUL_LanguageGroup,->,HOU_CookingFuel
2,IMM_Diptheria,->,IMM_Measles
3,IMM_Measles,->,CHI_Age
4,SRV_Near,->,SRV_OKAlone
5,ECO_WealthQuintile,->,WSH_ImprovedToilet
6,GEO_Region,->,WSH_WaterTreated
7,CHI_Age,->,WSH_SafeStoolDisposal
8,GEO_Region,->,HOU_ModernWallMaterial
9,CUL_LanguageGroup,->,WSH_ImprovedWaterSource
10,FP_ModernMethod,->,FP_BirthsLast5Yrs
11,FP_BirthsLast5Yrs,->,BF_BreastfedMonths
12,HOU_CookingFuel,->,HOU_ModernWallMaterial
13,IMM_Measles,->,IMM_VitaminA1
14,WSH_SafeStoolDisposal,->,FP_BirthsLast5Yrs
15,WSH_ImprovedWaterSource,->,HOU_CookingFuel
16,MTH_MaternalAge,->,FP_BirthsLast5Yrs
17,BF_BottleFeeding,->,CHI_Age
18,CHI_Age,->,FP_BirthsLast5Yrs
19,WSH_WaterTreated,->,DIA_HadDiarrhoea
20,CUL_Religion,->,HOU_ModernWallMaterial
21,MTH_MaternalAge,->,MTH_Education
22,KNW_WatchTV,->,MTH_Education
23,ECO_WealthQuintile,->,WSH_ImprovedWaterSource
24,CUL_LanguageGroup,->,CUL_Religion
25,WSH_ImprovedToilet,->,DIA_HadDiarrhoea
26,BF_BottleFeeding,->,BF_BreastfedMonths
27,BF_EarlyBreastfeeding,->,CUL_LanguageGroup
28,FP_ModernMethod,->,BF_BreastfedMonths
29,CHI_Age,->,MTH_MaternalAge
30,WSH_WashWithAgent,->,WSH_WaterTreated
31,WSH_ImprovedWaterSource,->,HOU_ModernWallMaterial
32,WSH_ImprovedWaterSource,->,WSH_WaterTreated
33,CUL_LanguageGroup,->,GEO_Region
34,WSH_ImprovedToilet,->,WSH_SafeStoolDisposal
35,IMM_Diptheria,->,BF_BreastfedMonths
36,WSH_ImprovedWaterSource,->,CUL_Religion
37,BF_EarlyBreastfeeding,->,CHI_Weight4Height
38,WSH_WashWithAgent,->,DIA_HadDiarrhoea
39,CHI_Age,->,BF_BreastfedMonths
40,WSH_ImprovedWaterSource,->,DIA_HadDiarrhoea
41,IMM_Diptheria,->,IMM_VitaminA1
42,BF_BottleFeeding,->,BF_EarlyBreastfeeding
43,WSH_WaterTreated,->,HOU_CookingFuel
44,CUL_Religion,->,WSH_ImprovedToilet
45,KNW_WatchTV,->,SRV_Near
46,WSH_ImprovedWaterSource,->,GEO_Region
47,WSH_SafeStoolDisposal,->,DIA_HadDiarrhoea
48,BF_BreastfedMonths,->,CHI_Weight4Height
49,KNW_WatchTV,->,CUL_Religion
50,MTH_Education,->,FP_ModernMethod
51,IMM_VitaminA1,->,BF_EarlyBreastfeeding
