ID,Variable 1,Dependency,Variable 2
1,Work_and_school_activity,->,New_infections
2,Deaths_with_COVID_on_certificate,->,Excess_mortality
3,Second_dose_uptake,->,Deaths_with_COVID_on_certificate
4,Face_masks,->,New_infections
5,Majority_COVID_19_variant,->,New_infections
6,Season,->,New_infections
7,New_infections,->,Deaths_with_COVID_on_certificate
8,Transportation_activity,-,Work_and_school_activity
9,Lockdown,->,Hospital_admissions
10,New_infections,->,Patients_in_MVBs
11,Lockdown,->,Transportation_activity
12,Hospital_admissions,->,Patients_in_MVBs
13,Majority_COVID_19_variant,->,Second_dose_uptake
14,Second_dose_uptake,->,New_infections
15,New_infections,->,Patients_in_hospital
16,Positive_tests,->,New_infections
17,Lockdown,->,New_infections
18,Lockdown,->,Leisure_activity
19,Lockdown,->,Work_and_school_activity
20,Patients_in_hospital,->,Deaths_with_COVID_on_certificate
21,Face_masks,->,Hospital_admissions
22,Tests_across_all_4_Pillars,->,Positive_tests
23,Tests_across_all_4_Pillars,->,New_infections
24,Majority_COVID_19_variant,->,Hospital_admissions
25,Transportation_activity,->,New_infections
26,New_infections,->,Hospital_admissions
27,Leisure_activity,->,New_infections
28,Second_dose_uptake,->,Hospital_admissions
