ID,Variable 1,Dependency,Variable 2
1,WSH_SafeStoolDisposal,->,WSH_ImprovedToilet
2,BF_BottleFeeding,->,CHI_Age
3,KNW_WatchTV,->,MTH_Education
4,BF_BottleFeeding,->,BF_BreastfedMonths
5,CUL_LanguageGroup,->,WSH_ImprovedWaterSource
6,WSH_ImprovedWaterSource,->,HOU_ModernWallMaterial
7,CUL_LanguageGroup,->,CUL_Religion
8,CUL_LanguageGroup,->,HOU_CookingFuel
9,CUL_Religion,->,HOU_ModernWallMaterial
10,IMM_Measles,->,IMM_VitaminA1
11,BF_BreastfedMonths,->,CHI_Age
12,KNW_WatchTV,->,SRV_Near
13,SRV_Near,->,SRV_OKAlone
14,BF_BreastfedMonths,->,FP_BirthsLast5Yrs
15,ECO_WealthQuintile,->,WSH_ImprovedToilet
16,CUL_Religion,->,WSH_ImprovedToilet
17,WSH_SafeStoolDisposal,->,CHI_Age
18,BF_EarlyBreastfeeding,->,IMM_VitaminA1
19,KNW_WatchTV,->,CUL_Religion
20,GEO_Region,->,WSH_ImprovedWaterSource
21,IMM_VitaminA1,->,IMM_Diptheria
22,CHI_Age,->,MTH_MaternalAge
23,WSH_SafeStoolDisposal,->,FP_BirthsLast5Yrs
24,WSH_WaterTreated,->,WSH_ImprovedWaterSource
25,WSH_WaterTreated,->,HOU_CookingFuel
26,CUL_LanguageGroup,->,BF_EarlyBreastfeeding
27,HOU_CookingFuel,->,WSH_ImprovedWaterSource
28,MTH_MaternalAge,->,MTH_Education
29,BF_BottleFeeding,->,BF_EarlyBreastfeeding
30,FP_ModernMethod,->,BF_BreastfedMonths
31,CUL_Religion,->,WSH_ImprovedWaterSource
32,GEO_Region,->,HOU_ModernWallMaterial
33,GEO_Region,->,WSH_WaterTreated
34,CUL_LanguageGroup,->,GEO_Region
35,IMM_Measles,->,IMM_Diptheria
36,BF_BreastfedMonths,->,BF_EarlyBreastfeeding
37,HOU_ModernWallMaterial,->,BF_EarlyBreastfeeding
38,CHI_Age,->,IMM_Measles
39,BF_BreastfedMonths,->,IMM_Diptheria
40,CHI_Age,->,FP_BirthsLast5Yrs
41,HOU_CookingFuel,->,HOU_ModernWallMaterial
42,FP_BirthsLast5Yrs,->,MTH_MaternalAge
