ID,Variable 1,Dependency,Variable 2
1,ParanoidDelusions,->,ThoughtInsertion
2,PCLRfactor2,->,pclrscore
3,prioracq,->,Gender
4,ParanoidDelusions,->,Victimisation
5,CannabisDuringPrisonSentence,->,EcstasyDuringPrisonSentence
6,PCLRfactor1,->,Violence
7,ResponsivenessToTreatment,->,ComplianceWithSupervision
8,CriminalFamilyBackground,->,CriminalAttitude
9,CocaineAfterRelease,->,EcstasyAfterRelease
10,CocaineAfterRelease,->,CocaineDependence
11,LivingCircumstances,->,DomesticStability
12,PCLRfacet3,->,Violence
13,Stress,->,Anxiety
14,AbilityToCope,->,FinancialDifficulties
15,CriminalFamilyBackground,->,GangMember
16,CannabisBeforePrisonSentence,->,CannabisAfterRelease
17,pclrscore,->,PCLRfactor1
18,CocaineBeforePrisonSentence,->,EcstasyBeforePrisonSentence
19,CocaineBeforePrisonSentence,->,CocaineDuringPrisonSentence
20,PCLRfactor2,->,Violence
21,EcstasyBeforePrisonSentence,->,CannabisBeforePrisonSentence
22,CocaineDuringPrisonSentence,->,CannabisDuringPrisonSentence
23,SymptomsOfMentalIllness,->,Hallucinations
24,BPD,->,SymptomsOfMentalIllness
25,EcstasyAfterRelease,->,EcstasyDependence
26,CriminalNetwork,->,CriminalFamilyBackground
27,PriorViolentConvictions,->,Violence
28,GangMember,->,CriminalAttitude
29,Stress,->,Depression
30,Anxiety,->,Depression
31,BPD,->,ASPD
32,Depression,->,AbilityToCope
33,Anxiety,->,ParanoidDelusions
34,ComplianceWithSupervision,->,NegativeAttitude
35,Impulsivity,->,Violence
36,CocaineBeforePrisonSentence,->,CannabisBeforePrisonSentence
37,Anxiety,->,Anger
38,CannabisAfterRelease,->,CannabisDependence
39,ParanoidDelusions,->,StrangeExperiences
40,HazardousDrinkingAfterRelease,->,AlcoholDependence
41,Depression,->,Anger
42,CocaineBeforePrisonSentence,->,CocaineAfterRelease
43,PCLRfacet3,->,PCLRfactor2
