ID,Variable 1,Dependency,Variable 2
1,Deaths_with_COVID_on_certificate,->,Excess_mortality
2,Face_masks,->,Excess_mortality
3,Face_masks,->,Hospital_admissions
4,Face_masks,-,Lockdown
5,Face_masks,-,Majority_COVID_19_variant
6,Face_masks,->,New_infections
7,Hospital_admissions,->,Patients_in_MVBs
8,Hospital_admissions,->,Patients_in_hospital
9,Leisure_activity,->,New_infections
10,Lockdown,->,Hospital_admissions
11,Lockdown,->,Leisure_activity
12,Lockdown,->,New_infections
13,Lockdown,->,Transportation_activity
14,Lockdown,->,Work_and_school_activity
15,Majority_COVID_19_variant,->,Hospital_admissions
16,Majority_COVID_19_variant,->,New_infections
17,Majority_COVID_19_variant,->,Second_dose_uptake
18,Majority_COVID_19_variant,-,Tests_across_all_4_Pillars
19,New_infections,->,Deaths_with_COVID_on_certificate
20,New_infections,->,Hospital_admissions
21,New_infections,->,Patients_in_MVBs
22,New_infections,->,Patients_in_hospital
23,Patients_in_hospital,->,Deaths_with_COVID_on_certificate
24,Positive_tests,->,New_infections
25,Majority_COVID_19_variant,-,Reinfections
26,Majority_COVID_19_variant,-,Season
27,Season,->,New_infections
28,Second_dose_uptake,->,Deaths_with_COVID_on_certificate
29,Second_dose_uptake,->,Hospital_admissions
30,Second_dose_uptake,->,New_infections
31,Tests_across_all_4_Pillars,->,New_infections
32,Tests_across_all_4_Pillars,->,Positive_tests
33,Transportation_activity,->,New_infections
34,Work_and_school_activity,->,New_infections
