ID,Variable 1,Dependency,Variable 2
1,CocaineDuringPrisonSentence,-,EcstasyDuringPrisonSentence
2,CannabisDuringPrisonSentence,-,EcstasyDuringPrisonSentence
3,Gender,-,prioracq
4,Stress,->,Anxiety
5,CocaineAfterRelease,->,CocaineBeforePrisonSentence
6,Anger,->,Anxiety
7,SymptomsOfMentalIllness,->,BPD
8,ASPD,->,BPD
9,CannabisAfterRelease,-,CannabisDependence
10,Depression,->,Anxiety
11,Anxiety,->,ParanoidDelusions
12,CriminalAttitude,->,Anger
13,Stress,->,Anger
14,AbilityToCope,->,FinancialDifficulties
15,CannabisBeforePrisonSentence,->,CocaineBeforePrisonSentence
16,Violence,->,DomesticStability
17,CriminalFamilyBackground,-,CriminalNetwork
18,EcstasyDependence,->,EcstasyAfterRelease
19,CriminalAttitude,-,ViolentThoughts
20,Depression,->,Anger
21,Hallucinations,-,SymptomsOfMentalIllness
22,Education,-,Intelligence
23,AlcoholDependence,-,HazardousDrinkingAfterRelease
24,CocaineAfterRelease,-,CocaineDependence
25,CocaineAfterRelease,->,EcstasyAfterRelease
26,PCLRfacet3,-,PCLRfactor2
27,LivingCircumstances,->,DomesticStability
28,Victimisation,->,FinancialDifficulties
29,CannabisDuringPrisonSentence,-,CocaineDuringPrisonSentence
30,ComplianceWithSupervision,->,ResponsivenessToTreatment
31,EcstasyBeforePrisonSentence,->,CocaineBeforePrisonSentence
32,ParanoidDelusions,->,ThoughtInsertion
33,Depression,-,Stress
