ID,Variable 1,Dependency,Variable 2
1,Lockdown,->,Leisure_activity
2,Face_masks,->,Hospital_admissions
3,Second_dose_uptake,->,Hospital_admissions
4,Deaths_with_COVID_on_certificate,->,Excess_mortality
5,New_infections,->,Deaths_with_COVID_on_certificate
6,Lockdown,->,Hospital_admissions
7,Work_and_school_activity,->,Transportation_activity
8,Hospital_admissions,->,Patients_in_MVBs
9,Tests_across_all_4_Pillars,->,New_infections
10,New_infections,->,Hospital_admissions
11,Work_and_school_activity,->,New_infections
12,Majority_COVID_19_variant,->,Second_dose_uptake
13,Second_dose_uptake,->,Deaths_with_COVID_on_certificate
14,Majority_COVID_19_variant,->,New_infections
15,New_infections,->,Patients_in_hospital
16,Lockdown,->,Transportation_activity
17,Lockdown,->,Work_and_school_activity
18,New_infections,->,Patients_in_MVBs
19,Leisure_activity,->,New_infections
20,Second_dose_uptake,->,New_infections
21,Face_masks,->,New_infections
22,Lockdown,->,New_infections
23,Tests_across_all_4_Pillars,->,Positive_tests
24,Patients_in_hospital,->,Deaths_with_COVID_on_certificate
25,Season,->,New_infections
26,Majority_COVID_19_variant,->,Hospital_admissions
27,Transportation_activity,->,New_infections
28,Positive_tests,->,New_infections
