ID,Variable 1,Dependency,Variable 2
1,Deaths_with_COVID_on_certificate,->,Excess_mortality
2,Deaths_with_COVID_on_certificate,->,Patients_in_MVBs
3,Face_masks,->,Excess_mortality
4,Face_masks,-,Lockdown
5,Face_masks,-,Majority_COVID_19_variant
6,Face_masks,->,New_infections
7,Hospital_admissions,->,Patients_in_hospital
8,Leisure_activity,->,New_infections
9,Lockdown,->,Hospital_admissions
10,Lockdown,->,Leisure_activity
11,Lockdown,->,New_infections
12,Lockdown,->,Transportation_activity
13,Lockdown,->,Work_and_school_activity
14,Majority_COVID_19_variant,->,New_infections
15,Majority_COVID_19_variant,->,Second_dose_uptake
16,Majority_COVID_19_variant,-,Tests_across_all_4_Pillars
17,New_infections,->,Deaths_with_COVID_on_certificate
18,New_infections,->,Hospital_admissions
19,New_infections,->,Patients_in_MVBs
20,New_infections,->,Patients_in_hospital
21,New_infections,->,Positive_tests
22,Majority_COVID_19_variant,-,Reinfections
23,Majority_COVID_19_variant,-,Season
24,Season,->,New_infections
25,Second_dose_uptake,->,Deaths_with_COVID_on_certificate
26,Second_dose_uptake,->,Hospital_admissions
27,Second_dose_uptake,->,New_infections
28,Tests_across_all_4_Pillars,->,Positive_tests
29,Work_and_school_activity,->,New_infections
