ID,Variable 1,Dependency,Variable 2
1,Deaths_with_COVID_on_certificate,->,Excess_mortality
2,Deaths_with_COVID_on_certificate,->,Hospital_admissions
3,Deaths_with_COVID_on_certificate,->,Leisure_activity
4,Deaths_with_COVID_on_certificate,->,New_infections
5,Deaths_with_COVID_on_certificate,->,Patients_in_hospital
6,Deaths_with_COVID_on_certificate,->,Positive_tests
7,Deaths_with_COVID_on_certificate,->,Work_and_school_activity
8,Excess_mortality,->,Hospital_admissions
9,Excess_mortality,->,Patients_in_MVBs
10,Excess_mortality,->,Patients_in_hospital
11,Hospital_admissions,->,Patients_in_MVBs
12,Lockdown,->,Excess_mortality
13,Lockdown,->,Hospital_admissions
14,Lockdown,->,Leisure_activity
15,Lockdown,->,New_infections
16,Lockdown,->,Patients_in_MVBs
17,Lockdown,->,Patients_in_hospital
18,Lockdown,->,Positive_tests
19,Lockdown,->,Transportation_activity
20,Lockdown,->,Work_and_school_activity
21,Majority_COVID_19_variant,->,Excess_mortality
22,Majority_COVID_19_variant,->,Hospital_admissions
23,Majority_COVID_19_variant,->,Leisure_activity
24,Majority_COVID_19_variant,->,Patients_in_MVBs
25,Majority_COVID_19_variant,->,Patients_in_hospital
26,Majority_COVID_19_variant,->,Positive_tests
27,Majority_COVID_19_variant,->,Transportation_activity
28,Majority_COVID_19_variant,->,Work_and_school_activity
29,New_infections,->,Hospital_admissions
30,Patients_in_hospital,->,Patients_in_MVBs
31,Majority_COVID_19_variant,-,Reinfections
32,Reinfections,->,New_infections
33,Season,->,Excess_mortality
34,Season,->,Hospital_admissions
35,Season,->,Leisure_activity
36,Season,->,New_infections
37,Season,->,Patients_in_MVBs
38,Season,->,Positive_tests
39,Season,->,Transportation_activity
40,Season,->,Work_and_school_activity
41,Tests_across_all_4_Pillars,->,New_infections
42,Tests_across_all_4_Pillars,->,Positive_tests
43,Tests_across_all_4_Pillars,->,Transportation_activity
44,Tests_across_all_4_Pillars,->,Work_and_school_activity
