ID,Variable 1,Dependency,Variable 2
1,BF_BottleFeeding,->,BF_EarlyBreastfeeding
2,BF_BottleFeeding,->,CHI_Age
3,BF_BottleFeeding,->,CHI_Weight4Height
4,BF_BottleFeeding,-,ECO_WealthQuintile
5,BF_BottleFeeding,-,GEO_Region
6,BF_BottleFeeding,-,MTH_Education
7,BF_BreastfedMonths,->,BF_EarlyBreastfeeding
8,BF_BreastfedMonths,->,CHI_Age
9,BF_BreastfedMonths,->,CHI_Weight4Height
10,BF_BreastfedMonths,->,DIA_HadDiarrhoea
11,BF_BreastfedMonths,->,FP_BirthsLast5Yrs
12,BF_BreastfedMonths,->,FP_ModernMethod
13,BF_BreastfedMonths,->,IMM_Diptheria
14,BF_BreastfedMonths,->,IMM_Measles
15,BF_BreastfedMonths,->,IMM_VitaminA1
16,BF_EarlyBreastfeeding,->,CHI_Weight4Height
17,BF_EarlyBreastfeeding,->,CUL_LanguageGroup
18,BF_EarlyBreastfeeding,->,DEL_SmallBaby
19,BF_EarlyBreastfeeding,->,DIA_HadDiarrhoea
20,BF_EarlyBreastfeeding,->,HOU_ModernWallMaterial
21,BF_EarlyBreastfeeding,->,IMM_Diptheria
22,BF_EarlyBreastfeeding,->,IMM_Measles
23,BF_EarlyBreastfeeding,->,IMM_VitaminA1
24,CHI_Age,->,FP_BirthsLast5Yrs
25,CHI_Age,->,FP_ModernMethod
26,CHI_Age,->,WSH_SafeStoolDisposal
27,CHI_Weight4Height,->,DEL_SmallBaby
28,CUL_LanguageGroup,->,CUL_Religion
29,CUL_LanguageGroup,->,IMM_Diptheria
30,CUL_LanguageGroup,->,IMM_Measles
31,CUL_LanguageGroup,->,WSH_ImprovedWaterSource
32,CUL_LanguageGroup,->,WSH_WashWithAgent
33,CUL_LanguageGroup,->,WSH_WaterTreated
34,CUL_Religion,->,IMM_Diptheria
35,CUL_Religion,->,IMM_Measles
36,CUL_Religion,->,SRV_Near
37,CUL_Religion,->,SRV_OKAlone
38,CUL_Religion,->,WSH_ImprovedToilet
39,CUL_Religion,->,WSH_ImprovedWaterSource
40,CUL_Religion,->,WSH_WaterTreated
41,BF_BreastfedMonths,-,ECO_WealthQuintile
42,ECO_WealthQuintile,->,CUL_Religion
43,ECO_WealthQuintile,->,FP_BirthsLast5Yrs
44,ECO_WealthQuintile,->,FP_ModernMethod
45,ECO_WealthQuintile,-,GEO_Region
46,ECO_WealthQuintile,->,HOU_CookingFuel
47,ECO_WealthQuintile,->,HOU_ModernWallMaterial
48,ECO_WealthQuintile,-,KNW_WatchTV
49,ECO_WealthQuintile,-,MTH_Education
50,ECO_WealthQuintile,->,SRV_Near
51,ECO_WealthQuintile,->,WSH_ImprovedToilet
52,ECO_WealthQuintile,->,WSH_ImprovedWaterSource
53,ECO_WealthQuintile,->,WSH_SafeStoolDisposal
54,ECO_WealthQuintile,->,WSH_WashWithAgent
55,ECO_WealthQuintile,->,WSH_WaterTreated
56,FP_BirthsLast5Yrs,->,WSH_SafeStoolDisposal
57,GEO_Region,->,BF_EarlyBreastfeeding
