ID,Variable 1,Dependency,Variable 2
1,ASPD,->,BPD
2,ASPD,->,GangMember
3,AlcoholDependence,-,HazardousDrinkingAfterRelease
4,Anxiety,->,AbilityToCope
5,Anxiety,->,Anger
6,Anxiety,->,Depression
7,Anxiety,->,ParanoidDelusions
8,Anxiety,->,StrangeExperiences
9,Anxiety,->,Stress
10,Anxiety,->,SymptomsOfMentalIllness
11,CannabisAfterRelease,->,CannabisDependence
12,CannabisBeforePrisonSentence,->,Age
13,CannabisBeforePrisonSentence,->,CannabisAfterRelease
14,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
15,CannabisBeforePrisonSentence,->,FinancialDifficulties
16,CannabisBeforePrisonSentence,->,PCLRfactor2
17,CannabisDuringPrisonSentence,->,EcstasyDuringPrisonSentence
18,CocaineAfterRelease,->,CannabisAfterRelease
19,CocaineAfterRelease,->,CocaineBeforePrisonSentence
20,CocaineAfterRelease,->,ViolentThoughts
21,CocaineBeforePrisonSentence,->,CannabisBeforePrisonSentence
22,CocaineBeforePrisonSentence,->,CocaineDuringPrisonSentence
23,CocaineBeforePrisonSentence,->,EcstasyBeforePrisonSentence
24,CocaineDependence,->,CocaineAfterRelease
25,ComplianceWithSupervision,->,ResponsivenessToTreatment
26,CriminalFamilyBackground,->,CriminalAttitude
27,CriminalFamilyBackground,->,CriminalNetwork
28,Depression,->,EmploymentOrTraining
29,EcstasyAfterRelease,->,CocaineAfterRelease
30,EcstasyAfterRelease,->,EcstasyDependence
31,EcstasyAfterRelease,-,HazardousDrinkingAfterRelease
32,CannabisBeforePrisonSentence,-,EcstasyBeforePrisonSentence
33,EcstasyDependence,->,CocaineDependence
34,FinancialDifficulties,->,DomesticStability
35,GangMember,->,CriminalAttitude
36,GangMember,->,CriminalFamilyBackground
37,AbuseNeglectAsChild,-,Gender
38,Gender,->,EcstasyDependence
39,Gender,-,Intelligence
40,Gender,-,TimeAtRisk
41,Impulsivity,->,Violence
42,NegativeAttitude,->,ComplianceWithSupervision
43,PCLRfacet3,->,Impulsivity
44,PCLRfacet3,->,Violence
45,PCLRfactor1,->,Violence
46,PCLRfactor2,->,ASPD
47,PCLRfactor2,->,PCLRfacet3
48,PCLRfactor2,->,Violence
49,PCLRfactor2,->,pclrscore
50,ParanoidDelusions,->,ThoughtInsertion
51,ParanoidDelusions,->,Victimisation
52,PriorViolentConvictions,->,Violence
53,Stress,->,FinancialDifficulties
54,SymptomsOfMentalIllness,->,Hallucinations
55,ViolentThoughts,->,Anxiety
56,pclrscore,->,NegativeAttitude
57,pclrscore,->,PCLRfactor1
58,Gender,-,prioracq
59,PriorViolentConvictions,-,prioracq
