ID,Variable 1,Dependency,Variable 2
1,Anxiety,->,ParanoidDelusions
2,ComplianceWithSupervision,->,NegativeAttitude
3,ParanoidDelusions,->,ThoughtInsertion
4,PCLRfactor2,->,pclrscore
5,CocaineBeforePrisonSentence,->,CocaineDuringPrisonSentence
6,EcstasyAfterRelease,->,EcstasyDependence
7,CannabisDuringPrisonSentence,->,EcstasyDuringPrisonSentence
8,LivingCircumstances,->,DomesticStability
9,pclrscore,->,PCLRfactor1
10,CannabisBeforePrisonSentence,->,CannabisAfterRelease
11,EcstasyBeforePrisonSentence,->,CannabisBeforePrisonSentence
12,Stress,->,Anxiety
13,SymptomsOfMentalIllness,->,Hallucinations
14,Stress,->,Depression
15,CocaineBeforePrisonSentence,->,EcstasyBeforePrisonSentence
16,prioracq,->,Gender
17,CocaineBeforePrisonSentence,->,CocaineAfterRelease
18,ParanoidDelusions,->,Victimisation
19,CocaineBeforePrisonSentence,->,CannabisBeforePrisonSentence
20,Depression,->,Anger
21,CriminalNetwork,->,CriminalFamilyBackground
22,CriminalFamilyBackground,->,GangMember
23,PCLRfacet3,->,PCLRfactor2
24,BPD,->,ASPD
25,AbilityToCope,->,FinancialDifficulties
26,HazardousDrinkingAfterRelease,->,AlcoholDependence
27,BPD,->,SymptomsOfMentalIllness
28,PriorViolentConvictions,->,Violence
29,CocaineAfterRelease,->,EcstasyAfterRelease
30,ParanoidDelusions,->,StrangeExperiences
31,CocaineDuringPrisonSentence,->,CannabisDuringPrisonSentence
32,ResponsivenessToTreatment,->,ComplianceWithSupervision
33,CannabisAfterRelease,->,CannabisDependence
34,Anxiety,->,Depression
35,Anxiety,->,Anger
36,Depression,->,AbilityToCope
37,CocaineAfterRelease,->,CocaineDependence
