ID,Variable 1,Dependency,Variable 2
1,Fault,->,F26
2,Fault,->,F96
3,Fault,->,F81
4,Fault,->,F91
5,F1,->,F56
6,F97,->,Fault
7,F97,->,F1
8,F97,->,F78
9,F97,->,F3
10,F97,->,F8
11,F97,->,F46
12,F97,->,F48
13,F97,->,F83
14,F97,->,F67
15,F97,->,F100
16,F2,->,F97
17,F2,->,F5
18,F2,->,F92
19,F3,->,F4
20,F4,->,F92
21,F4,->,F51
22,F53,->,F6
23,F53,->,F61
24,F56,->,F32
25,F8,->,F57
26,F10,->,F69
27,F55,->,F52
28,F52,->,F11
29,F52,->,F16
30,F52,->,F23
31,F52,->,F33
32,F52,->,F58
33,F52,->,F63
34,F52,->,F73
35,F19,->,F25
36,F44,->,F47
37,F44,->,F48
38,F44,->,F49
39,F20,->,F84
40,F20,->,F85
41,F20,->,F86
42,F21,->,F22
43,F22,->,F55
44,F22,->,F90
45,F22,->,F35
46,F25,->,F7
47,F25,->,F24
48,F25,->,F36
49,F25,->,F59
50,F26,->,F19
51,F26,->,F20
52,F26,->,F49
53,F26,->,F79
54,F26,->,F80
55,F26,->,F107
56,F92,->,F29
57,F92,->,F31
58,F92,->,F51
59,F92,->,F67
60,F92,->,F105
61,F30,->,F74
62,F31,->,F87
63,F31,->,F89
64,F33,->,F34
65,F36,->,F1
66,F96,->,F38
67,F96,->,F39
68,F96,->,F40
69,F96,->,F94
70,F96,->,F107
71,F39,->,F83
72,F42,->,F99
73,F46,->,F10
74,F46,->,F60
75,F48,->,F50
76,F48,->,F82
77,F50,->,F64
78,F51,->,F54
79,F83,->,F44
80,F83,->,F46
81,F61,->,F62
82,F61,->,F66
83,F66,->,F95
84,F67,->,F77
85,F86,->,F70
86,F80,->,F31
87,F82,->,F9
88,F89,->,F88
89,F91,->,F53
90,F91,->,F8
91,F91,->,F19
92,F91,->,F50
93,F91,->,F74
94,F91,->,F76
95,F91,->,F80
96,F91,->,F107
97,F99,->,F18
98,F99,->,F30
99,F99,->,F71
100,F99,->,F105
101,F99,->,F103
102,F99,->,F104
103,F99,->,F106
104,F105,->,F21
105,F105,->,F102
106,F102,->,F101
107,F106,->,F2
108,F107,->,F10
109,F107,->,F44
110,F107,->,F45
111,F107,->,F60
112,F107,->,F67
113,F107,->,F75
