ID,Variable 1,Dependency,Variable 2
1,Fault,->,F56
2,Fault,->,F8
3,Fault,->,F10
4,Fault,->,F52
5,Fault,->,F19
6,Fault,->,F44
7,Fault,->,F21
8,Fault,->,F25
9,Fault,->,F26
10,Fault,->,F92
11,Fault,->,F46
12,Fault,->,F51
13,Fault,->,F83
14,Fault,->,F60
15,Fault,->,F74
16,Fault,->,F81
17,Fault,->,F91
18,Fault,->,F99
19,Fault,->,F107
20,F97,->,F78
21,F97,->,F5
22,F97,->,F9
23,F97,->,F32
24,F97,->,F100
25,F97,->,F102
26,F97,->,F103
27,F97,->,F106
28,F2,->,F97
29,F2,->,F3
30,F2,->,F5
31,F2,->,F104
32,F3,->,F97
33,F4,->,F78
34,F4,->,F3
35,F4,->,F100
36,F53,->,Fault
37,F53,->,F6
38,F53,->,F61
39,F7,->,F24
40,F7,->,F59
41,F56,->,F32
42,F10,->,F69
43,F52,->,F11
44,F52,->,F22
45,F52,->,F35
46,F52,->,F50
47,F52,->,F80
48,F11,->,F55
49,F11,->,F16
50,F11,->,F33
51,F11,->,F58
52,F11,->,F63
53,F11,->,F73
54,F12,->,F27
55,F16,->,F14
56,F19,->,F79
57,F44,->,F48
58,F44,->,F54
59,F44,->,F82
60,F20,->,F31
61,F20,->,F84
62,F20,->,F85
63,F20,->,F86
64,F20,->,F76
65,F21,->,F22
66,F22,->,F35
67,F22,->,F75
68,F23,->,F43
69,F25,->,F7
70,F25,->,F36
71,F26,->,F20
72,F26,->,F49
73,F26,->,F71
74,F26,->,F79
75,F26,->,F80
76,F92,->,F4
77,F92,->,F29
78,F29,->,F67
79,F29,->,F105
80,F31,->,F87
81,F31,->,F89
82,F32,->,F57
83,F33,->,F34
84,F34,->,F65
85,F35,->,F90
86,F36,->,F1
87,F37,->,F15
88,F96,->,F38
89,F96,->,F39
90,F96,->,F40
91,F96,->,F94
92,F39,->,F48
93,F47,->,F49
94,F48,->,F50
95,F48,->,F82
96,F50,->,F47
97,F50,->,F64
98,F51,->,F54
99,F83,->,F96
100,F83,->,F39
101,F61,->,F45
102,F61,->,F62
103,F61,->,F66
104,F63,->,F23
105,F66,->,F95
106,F67,->,F77
107,F86,->,F70
108,F74,->,F30
109,F81,->,F42
110,F82,->,F9
111,F89,->,F88
112,F91,->,F96
113,F91,->,F101
114,F99,->,F2
115,F99,->,F4
116,F99,->,F18
117,F99,->,F30
118,F99,->,F42
119,F99,->,F71
120,F99,->,F105
121,F99,->,F103
122,F99,->,F104
123,F99,->,F106
124,F105,->,F2
125,F105,->,F102
126,F102,->,F101
127,F107,->,F37
