"ID","Variable 1","Dependency","Variable 2"
1,"F2","->","F4"
2,"F2","->","F5"
3,"F2","->","F27"
4,"F2","->","F98"
5,"F2","->","F30"
6,"F2","->","F42"
7,"F2","->","F105"
8,"F2","->","F103"
9,"F2","->","F104"
10,"F78","->","F2"
11,"F4","->","F97"
12,"F4","->","F3"
13,"F4","->","F46"
14,"F4","->","F100"
15,"F52","->","F73"
16,"F17","->","F18"
17,"F41","->","F38"
18,"F41","->","F40"
19,"F41","->","F83"
20,"F41","->","F107"
21,"F44","->","F47"
22,"F44","->","F48"
23,"F44","->","F49"
24,"F44","->","F50"
25,"F44","->","F82"
26,"F20","->","F84"
27,"F20","->","F86"
28,"F21","->","F22"
29,"F25","->","F36"
30,"F27","->","F68"
31,"F92","->","F29"
32,"F29","->","F67"
33,"F96","->","F39"
34,"F96","->","F94"
35,"F39","->","F41"
36,"F46","->","F93"
37,"F61","->","F62"
38,"F67","->","F77"
39,"F73","->","F11"
40,"F91","->","F17"
41,"F91","->","F19"
42,"F91","->","F106"
43,"F93","->","F81"
44,"F105","->","F102"
45,"F102","->","F101"
46,"F106","->","F78"
47,"F106","->","F99"
48,"F107","->","F44"
49,"F107","->","F91"
