"ID","Variable 1","Dependency","Variable 2"
1,"Fault","->","F56"
2,"Fault","->","F10"
3,"Fault","->","F52"
4,"Fault","->","F17"
5,"Fault","->","F19"
6,"Fault","->","F21"
7,"Fault","->","F25"
8,"Fault","->","F26"
9,"Fault","->","F92"
10,"Fault","->","F96"
11,"Fault","->","F46"
12,"Fault","->","F48"
13,"Fault","->","F51"
14,"Fault","->","F60"
15,"Fault","->","F81"
16,"Fault","->","F91"
17,"Fault","->","F93"
18,"Fault","->","F107"
19,"F97","->","F2"
20,"F97","->","F3"
21,"F97","->","F5"
22,"F97","->","F53"
23,"F97","->","F18"
24,"F97","->","F32"
25,"F97","->","F42"
26,"F97","->","F100"
27,"F97","->","F102"
28,"F97","->","F106"
29,"F2","->","F5"
30,"F2","->","F105"
31,"F2","->","F104"
32,"F78","->","F4"
33,"F78","->","F98"
34,"F4","->","F97"
35,"F4","->","F30"
36,"F4","->","F100"
37,"F4","->","F103"
38,"F53","->","F6"
39,"F53","->","F61"
40,"F7","->","F59"
41,"F56","->","F32"
42,"F10","->","F69"
43,"F52","->","F11"
44,"F52","->","F22"
45,"F52","->","F35"
46,"F52","->","F50"
47,"F52","->","F63"
48,"F52","->","F80"
49,"F11","->","F55"
50,"F11","->","F16"
51,"F11","->","F33"
52,"F11","->","F34"
53,"F11","->","F58"
54,"F11","->","F73"
55,"F16","->","F14"
56,"F17","->","F18"
57,"F18","->","F75"
58,"F41","->","F38"
59,"F41","->","F39"
60,"F41","->","F40"
61,"F41","->","F54"
62,"F41","->","F79"
63,"F41","->","F94"
64,"F44","->","F47"
65,"F20","->","F31"
66,"F20","->","F84"
67,"F20","->","F85"
68,"F20","->","F86"
69,"F20","->","F76"
70,"F21","->","F22"
71,"F22","->","F35"
72,"F22","->","F43"
73,"F25","->","F7"
74,"F25","->","F24"
75,"F25","->","F36"
76,"F26","->","F20"
77,"F26","->","F49"
78,"F26","->","F71"
79,"F26","->","F79"
80,"F26","->","F80"
81,"F92","->","F29"
82,"F29","->","F67"
83,"F98","->","F4"
84,"F98","->","F30"
85,"F98","->","F74"
86,"F98","->","F99"
87,"F30","->","F74"
88,"F30","->","F99"
89,"F31","->","F87"
90,"F31","->","F88"
91,"F31","->","F89"
92,"F32","->","F57"
93,"F34","->","F65"
94,"F35","->","F90"
95,"F36","->","F1"
96,"F37","->","F15"
97,"F96","->","F41"
98,"F96","->","F38"
99,"F96","->","F39"
100,"F96","->","F40"
101,"F96","->","F94"
102,"F39","->","F83"
103,"F47","->","F49"
104,"F48","->","F44"
105,"F48","->","F50"
106,"F48","->","F82"
107,"F50","->","F47"
108,"F50","->","F64"
109,"F51","->","F54"
110,"F61","->","F45"
111,"F61","->","F62"
112,"F61","->","F66"
113,"F63","->","F23"
114,"F67","->","F77"
115,"F86","->","F70"
116,"F82","->","F9"
117,"F82","->","F44"
118,"F91","->","F53"
119,"F91","->","F101"
120,"F93","->","F9"
121,"F93","->","F83"
122,"F93","->","F82"
123,"F99","->","Fault"
124,"F99","->","F2"
125,"F99","->","F8"
126,"F99","->","F42"
127,"F99","->","F71"
128,"F99","->","F105"
129,"F99","->","F103"
130,"F99","->","F104"
131,"F99","->","F106"
132,"F105","->","F102"
133,"F102","->","F101"
134,"F103","->","F97"
135,"F103","->","F3"
136,"F107","->","F41"
137,"F107","->","F37"
