"ID","Variable 1","Dependency","Variable 2"
1,"Fault","->","F53"
2,"Fault","->","F56"
3,"Fault","->","F8"
4,"Fault","->","F10"
5,"Fault","->","F52"
6,"Fault","->","F17"
7,"Fault","->","F19"
8,"Fault","->","F21"
9,"Fault","->","F25"
10,"Fault","->","F26"
11,"Fault","->","F92"
12,"Fault","->","F46"
13,"Fault","->","F48"
14,"Fault","->","F51"
15,"Fault","->","F83"
16,"Fault","->","F60"
17,"Fault","->","F81"
18,"Fault","->","F91"
19,"Fault","->","F93"
20,"Fault","->","F107"
21,"F97","->","F3"
22,"F97","->","F5"
23,"F97","->","F9"
24,"F97","->","F18"
25,"F97","->","F32"
26,"F97","->","F100"
27,"F97","->","F102"
28,"F97","->","F106"
29,"F2","->","F5"
30,"F2","->","F104"
31,"F78","->","F97"
32,"F4","->","F78"
33,"F4","->","F3"
34,"F4","->","F100"
35,"F4","->","F103"
36,"F53","->","F6"
37,"F53","->","F61"
38,"F7","->","F59"
39,"F56","->","F32"
40,"F10","->","F69"
41,"F52","->","F11"
42,"F52","->","F22"
43,"F52","->","F35"
44,"F52","->","F50"
45,"F52","->","F80"
46,"F11","->","F55"
47,"F11","->","F16"
48,"F11","->","F33"
49,"F11","->","F58"
50,"F11","->","F63"
51,"F11","->","F73"
52,"F16","->","F14"
53,"F17","->","F18"
54,"F18","->","F75"
55,"F41","->","F38"
56,"F41","->","F39"
57,"F41","->","F54"
58,"F41","->","F79"
59,"F41","->","F94"
60,"F20","->","F31"
61,"F20","->","F84"
62,"F20","->","F85"
63,"F20","->","F86"
64,"F20","->","F76"
65,"F21","->","F22"
66,"F22","->","F35"
67,"F22","->","F43"
68,"F25","->","F7"
69,"F25","->","F24"
70,"F25","->","F36"
71,"F26","->","F20"
72,"F26","->","F49"
73,"F26","->","F71"
74,"F26","->","F79"
75,"F26","->","F80"
76,"F92","->","F29"
77,"F92","->","F105"
78,"F29","->","F67"
79,"F98","->","F78"
80,"F98","->","F4"
81,"F98","->","F30"
82,"F98","->","F74"
83,"F30","->","F74"
84,"F31","->","F87"
85,"F31","->","F89"
86,"F32","->","F57"
87,"F33","->","F34"
88,"F34","->","F65"
89,"F35","->","F90"
90,"F36","->","F1"
91,"F37","->","F15"
92,"F96","->","F41"
93,"F96","->","F38"
94,"F96","->","F39"
95,"F96","->","F40"
96,"F96","->","F94"
97,"F47","->","F49"
98,"F48","->","F44"
99,"F48","->","F50"
100,"F48","->","F82"
101,"F50","->","F47"
102,"F50","->","F64"
103,"F51","->","F54"
104,"F83","->","F41"
105,"F83","->","F96"
106,"F61","->","F45"
107,"F61","->","F62"
108,"F61","->","F66"
109,"F63","->","F23"
110,"F66","->","F95"
111,"F67","->","F77"
112,"F86","->","F70"
113,"F81","->","F42"
114,"F82","->","F9"
115,"F82","->","F44"
116,"F89","->","F88"
117,"F91","->","F30"
118,"F91","->","F96"
119,"F91","->","F101"
120,"F93","->","F82"
121,"F99","->","Fault"
122,"F99","->","F2"
123,"F99","->","F4"
124,"F99","->","F98"
125,"F99","->","F42"
126,"F99","->","F71"
127,"F99","->","F105"
128,"F99","->","F103"
129,"F99","->","F104"
130,"F99","->","F106"
131,"F105","->","F2"
132,"F105","->","F98"
133,"F105","->","F102"
134,"F102","->","F101"
135,"F103","->","F97"
136,"F107","->","F37"
