"ID","Variable 1","Dependency","Variable 2"
1,"Fault","->","F1"
2,"Fault","->","F53"
3,"Fault","->","F7"
4,"Fault","->","F56"
5,"Fault","->","F8"
6,"Fault","->","F9"
7,"Fault","->","F10"
8,"Fault","->","F55"
9,"Fault","->","F52"
10,"Fault","->","F11"
11,"Fault","->","F14"
12,"Fault","->","F16"
13,"Fault","->","F17"
14,"Fault","->","F19"
15,"Fault","->","F20"
16,"Fault","->","F90"
17,"Fault","->","F21"
18,"Fault","->","F23"
19,"Fault","->","F24"
20,"Fault","->","F25"
21,"Fault","->","F26"
22,"Fault","->","F28"
23,"Fault","->","F92"
24,"Fault","->","F98"
25,"Fault","->","F30"
26,"Fault","->","F31"
27,"Fault","->","F32"
28,"Fault","->","F34"
29,"Fault","->","F35"
30,"Fault","->","F36"
31,"Fault","->","F37"
32,"Fault","->","F96"
33,"Fault","->","F39"
34,"Fault","->","F42"
35,"Fault","->","F43"
36,"Fault","->","F45"
37,"Fault","->","F46"
38,"Fault","->","F51"
39,"Fault","->","F83"
40,"Fault","->","F54"
41,"Fault","->","F57"
42,"Fault","->","F58"
43,"Fault","->","F59"
44,"Fault","->","F60"
45,"Fault","->","F61"
46,"Fault","->","F63"
47,"Fault","->","F64"
48,"Fault","->","F65"
49,"Fault","->","F66"
50,"Fault","->","F67"
51,"Fault","->","F71"
52,"Fault","->","F73"
53,"Fault","->","F74"
54,"Fault","->","F75"
55,"Fault","->","F76"
56,"Fault","->","F79"
57,"Fault","->","F80"
58,"Fault","->","F81"
59,"Fault","->","F91"
60,"Fault","->","F93"
61,"Fault","->","F99"
62,"Fault","->","F101"
63,"F97","->","F2"
64,"F97","->","F18"
65,"F97","->","F30"
66,"F97","->","F42"
67,"F78","->","F97"
68,"F4","->","F78"
69,"F4","->","F3"
70,"F53","->","F6"
71,"F8","->","F13"
72,"F10","->","F69"
73,"F11","->","F33"
74,"F16","->","F15"
75,"F17","->","F18"
76,"F17","->","F33"
77,"F17","->","F68"
78,"F19","->","F6"
79,"F19","->","F68"
80,"F41","->","F3"
81,"F41","->","F4"
82,"F41","->","F18"
83,"F41","->","F27"
84,"F41","->","F49"
85,"F41","->","F83"
86,"F41","->","F87"
87,"F41","->","F107"
88,"F44","->","F48"
89,"F44","->","F89"
90,"F44","->","F107"
91,"F20","->","F84"
92,"F20","->","F85"
93,"F20","->","F86"
94,"F21","->","F22"
95,"F22","->","F13"
96,"F25","->","F6"
97,"F26","->","F40"
98,"F26","->","F49"
99,"F26","->","F70"
100,"F26","->","F94"
101,"F27","->","F12"
102,"F92","->","F78"
103,"F92","->","F3"
104,"F92","->","F4"
105,"F92","->","F18"
106,"F92","->","F29"
107,"F92","->","F105"
108,"F98","->","F100"
109,"F30","->","F5"
110,"F30","->","F98"
111,"F30","->","F74"
112,"F31","->","F87"
113,"F31","->","F88"
114,"F31","->","F89"
115,"F35","->","F22"
116,"F37","->","F15"
117,"F37","->","F38"
118,"F37","->","F107"
119,"F84","->","F86"
120,"F96","->","F41"
121,"F96","->","F84"
122,"F96","->","F38"
123,"F96","->","F39"
124,"F96","->","F40"
125,"F96","->","F82"
126,"F96","->","F94"
127,"F42","->","F104"
128,"F48","->","Fault"
129,"F48","->","F50"
130,"F48","->","F82"
131,"F48","->","F88"
132,"F50","->","Fault"
133,"F50","->","F47"
134,"F50","->","F49"
135,"F51","->","F18"
136,"F83","->","F93"
137,"F61","->","F62"
138,"F64","->","F94"
139,"F66","->","F70"
140,"F66","->","F95"
141,"F67","->","F12"
142,"F67","->","F77"
143,"F72","->","F95"
144,"F86","->","F70"
145,"F70","->","F72"
146,"F76","->","F5"
147,"F81","->","F47"
148,"F82","->","F85"
149,"F89","->","F87"
150,"F89","->","F88"
151,"F91","->","F89"
152,"F91","->","F100"
153,"F91","->","F103"
154,"F91","->","F104"
155,"F91","->","F106"
156,"F93","->","F38"
157,"F93","->","F40"
158,"F93","->","F82"
159,"F93","->","F94"
160,"F99","->","F4"
161,"F99","->","F105"
162,"F99","->","F103"
163,"F99","->","F104"
164,"F99","->","F106"
165,"F105","->","F101"
166,"F101","->","F102"
167,"F104","->","F100"
168,"F107","->","F105"
