ID,Variable 1,Dependency,Variable 2
1,Fault,->,F1
2,Fault,->,F2
3,Fault,->,F53
4,Fault,->,F7
5,Fault,->,F56
6,Fault,->,F8
7,Fault,->,F9
8,Fault,->,F10
9,Fault,->,F52
10,Fault,->,F11
11,Fault,->,F16
12,Fault,->,F18
13,Fault,->,F19
14,Fault,->,F20
15,Fault,->,F90
16,Fault,->,F21
17,Fault,->,F23
18,Fault,->,F24
19,Fault,->,F25
20,Fault,->,F26
21,Fault,->,F92
22,Fault,->,F30
23,Fault,->,F32
24,Fault,->,F34
25,Fault,->,F35
26,Fault,->,F36
27,Fault,->,F37
28,Fault,->,F96
29,Fault,->,F39
30,Fault,->,F42
31,Fault,->,F43
32,Fault,->,F45
33,Fault,->,F46
34,Fault,->,F51
35,Fault,->,F83
36,Fault,->,F54
37,Fault,->,F57
38,Fault,->,F58
39,Fault,->,F60
40,Fault,->,F61
41,Fault,->,F63
42,Fault,->,F64
43,Fault,->,F66
44,Fault,->,F67
45,Fault,->,F71
46,Fault,->,F73
47,Fault,->,F74
48,Fault,->,F76
49,Fault,->,F79
50,Fault,->,F80
51,Fault,->,F81
52,Fault,->,F91
53,Fault,->,F99
54,Fault,->,F107
55,F97,->,F30
56,F97,->,F42
57,F97,->,F100
58,F2,->,F97
59,F2,->,F78
60,F2,->,F5
61,F2,->,F105
62,F2,->,F101
63,F2,->,F104
64,F78,->,F97
65,F4,->,F78
66,F4,->,F3
67,F4,->,F103
68,F53,->,F6
69,F6,->,F14
70,F7,->,F59
71,F8,->,F13
72,F10,->,F69
73,F52,->,F55
74,F11,->,F55
75,F11,->,F33
76,F12,->,F27
77,F16,->,F14
78,F16,->,F15
79,F18,->,F75
80,F44,->,F48
81,F44,->,F49
82,F44,->,F50
83,F44,->,F107
84,F20,->,F31
85,F20,->,F84
86,F20,->,F85
87,F20,->,F86
88,F21,->,F13
89,F21,->,F22
90,F21,->,F75
91,F25,->,F6
92,F26,->,F49
93,F26,->,F70
94,F92,->,F4
95,F92,->,F29
96,F29,->,F105
97,F30,->,F74
98,F31,->,F87
99,F31,->,F88
100,F31,->,F89
101,F34,->,F33
102,F34,->,F65
103,F35,->,F22
104,F37,->,F15
105,F84,->,F86
106,F96,->,F38
107,F96,->,F39
108,F96,->,F40
109,F96,->,F94
110,F39,->,F38
111,F39,->,F40
112,F39,->,F83
113,F39,->,F94
114,F40,->,F28
115,F46,->,F31
116,F47,->,F49
117,F47,->,F82
118,F48,->,Fault
119,F48,->,F47
120,F48,->,F50
121,F48,->,F82
122,F50,->,Fault
123,F50,->,F47
124,F51,->,F29
125,F61,->,F62
126,F64,->,F94
127,F66,->,F95
128,F67,->,F12
129,F67,->,F77
130,F72,->,F95
131,F86,->,F70
132,F70,->,F72
133,F82,->,F85
134,F87,->,F89
135,F89,->,F88
136,F91,->,F65
137,F91,->,F82
138,F91,->,F103
139,F91,->,F104
140,F99,->,F2
141,F99,->,F4
142,F99,->,F100
143,F99,->,F105
144,F99,->,F101
145,F99,->,F103
146,F99,->,F104
147,F99,->,F106
148,F105,->,F3
149,F105,->,F4
150,F105,->,F101
151,F105,->,F102
152,F101,->,F102
153,F103,->,F106
154,F104,->,F5
