ID,Variable 1,Dependency,Variable 2
1,Fault,->,F56
2,Fault,->,F8
3,Fault,->,F9
4,Fault,->,F10
5,Fault,->,F52
6,Fault,->,F16
7,Fault,->,F18
8,Fault,->,F19
9,Fault,->,F90
10,Fault,->,F21
11,Fault,->,F25
12,Fault,->,F26
13,Fault,->,F92
14,Fault,->,F32
15,Fault,->,F45
16,Fault,->,F46
17,Fault,->,F48
18,Fault,->,F51
19,Fault,->,F83
20,Fault,->,F58
21,Fault,->,F60
22,Fault,->,F61
23,Fault,->,F64
24,Fault,->,F67
25,Fault,->,F74
26,Fault,->,F79
27,Fault,->,F81
28,Fault,->,F91
29,Fault,->,F99
30,Fault,->,F107
31,F97,->,F24
32,F97,->,F31
33,F97,->,F100
34,F2,->,F4
35,F2,->,F5
36,F2,->,F57
37,F2,->,F104
38,F78,->,F97
39,F78,->,F4
40,F4,->,F3
41,F53,->,Fault
42,F53,->,F6
43,F7,->,F24
44,F7,->,F59
45,F56,->,F1
46,F8,->,F13
47,F10,->,F69
48,F52,->,F11
49,F52,->,F22
50,F52,->,F35
51,F52,->,F50
52,F52,->,F80
53,F11,->,F55
54,F11,->,F33
55,F11,->,F63
56,F11,->,F73
57,F12,->,F27
58,F14,->,F6
59,F16,->,F14
60,F18,->,F75
61,F44,->,F7
62,F44,->,F43
63,F44,->,F85
64,F44,->,F88
65,F44,->,F89
66,F44,->,F107
67,F20,->,F31
68,F20,->,F84
69,F20,->,F85
70,F20,->,F86
71,F20,->,F76
72,F21,->,F22
73,F22,->,F23
74,F22,->,F35
75,F22,->,F43
76,F22,->,F63
77,F25,->,F7
78,F25,->,F14
79,F25,->,F36
80,F26,->,F20
81,F26,->,F39
82,F26,->,F47
83,F26,->,F49
84,F26,->,F50
85,F26,->,F71
86,F26,->,F80
87,F26,->,F82
88,F92,->,F78
89,F92,->,F3
90,F92,->,F4
91,F92,->,F29
92,F92,->,F105
93,F31,->,F87
94,F31,->,F89
95,F32,->,F57
96,F33,->,F34
97,F34,->,F65
98,F36,->,F1
99,F37,->,F15
100,F96,->,F20
101,F96,->,F38
102,F96,->,F39
103,F96,->,F40
104,F96,->,F94
105,F47,->,F49
106,F48,->,F44
107,F48,->,F50
108,F48,->,F82
109,F50,->,F47
110,F51,->,F54
111,F83,->,F96
112,F83,->,F54
113,F61,->,F62
114,F61,->,F66
115,F63,->,F23
116,F64,->,F94
117,F66,->,F95
118,F67,->,F77
119,F86,->,F70
120,F70,->,F72
121,F74,->,F30
122,F80,->,F28
123,F81,->,F42
124,F89,->,F87
125,F89,->,F88
126,F91,->,F34
127,F91,->,F96
128,F91,->,F66
129,F91,->,F76
130,F91,->,F82
131,F91,->,F101
132,F91,->,F103
133,F91,->,F104
134,F91,->,F106
135,F99,->,F2
136,F99,->,F30
137,F99,->,F96
138,F99,->,F42
139,F99,->,F71
140,F99,->,F105
141,F99,->,F103
142,F99,->,F104
143,F99,->,F106
144,F105,->,F78
145,F105,->,F5
146,F105,->,F102
147,F101,->,F2
148,F102,->,F101
149,F107,->,F37
