"ID","Variable 1","Dependency","Variable 2"
1,"Fault","->","F53"
2,"Fault","->","F56"
3,"Fault","->","F10"
4,"Fault","->","F52"
5,"Fault","->","F17"
6,"Fault","->","F19"
7,"Fault","->","F90"
8,"Fault","->","F21"
9,"Fault","->","F25"
10,"Fault","->","F26"
11,"Fault","->","F92"
12,"Fault","->","F46"
13,"Fault","->","F47"
14,"Fault","->","F51"
15,"Fault","->","F83"
16,"Fault","->","F60"
17,"Fault","->","F64"
18,"Fault","->","F74"
19,"Fault","->","F79"
20,"Fault","->","F80"
21,"Fault","->","F81"
22,"Fault","->","F91"
23,"Fault","->","F93"
24,"Fault","->","F107"
25,"F97","->","F78"
26,"F97","->","F30"
27,"F97","->","F57"
28,"F97","->","F67"
29,"F2","->","F97"
30,"F2","->","F78"
31,"F2","->","F3"
32,"F2","->","F4"
33,"F2","->","F5"
34,"F2","->","F100"
35,"F2","->","F105"
36,"F2","->","F103"
37,"F2","->","F104"
38,"F78","->","F3"
39,"F78","->","F4"
40,"F78","->","F5"
41,"F78","->","F100"
42,"F4","->","F29"
43,"F53","->","F6"
44,"F53","->","F61"
45,"F56","->","F1"
46,"F56","->","F32"
47,"F52","->","F55"
48,"F52","->","F11"
49,"F52","->","F22"
50,"F52","->","F35"
51,"F52","->","F50"
52,"F52","->","F63"
53,"F52","->","F73"
54,"F11","->","F16"
55,"F11","->","F33"
56,"F11","->","F58"
57,"F11","->","F73"
58,"F17","->","F1"
59,"F17","->","F18"
60,"F17","->","F36"
61,"F41","->","F38"
62,"F41","->","F48"
63,"F41","->","F54"
64,"F41","->","F76"
65,"F44","->","F7"
66,"F44","->","F24"
67,"F44","->","F82"
68,"F20","->","F31"
69,"F20","->","F84"
70,"F20","->","F86"
71,"F21","->","F22"
72,"F21","->","F23"
73,"F22","->","F35"
74,"F25","->","F7"
75,"F25","->","F24"
76,"F25","->","F36"
77,"F26","->","F20"
78,"F26","->","F31"
79,"F26","->","F84"
80,"F26","->","F85"
81,"F26","->","F49"
82,"F26","->","F86"
83,"F26","->","F70"
84,"F26","->","F71"
85,"F92","->","F4"
86,"F92","->","F29"
87,"F92","->","F67"
88,"F92","->","F77"
89,"F92","->","F105"
90,"F98","->","F2"
91,"F98","->","F30"
92,"F98","->","F42"
93,"F31","->","F87"
94,"F31","->","F88"
95,"F31","->","F89"
96,"F32","->","F57"
97,"F33","->","F34"
98,"F96","->","F41"
99,"F96","->","F39"
100,"F96","->","F40"
101,"F96","->","F94"
102,"F39","->","F40"
103,"F39","->","F94"
104,"F40","->","F41"
105,"F40","->","F38"
106,"F42","->","F2"
107,"F47","->","F44"
108,"F47","->","F48"
109,"F47","->","F49"
110,"F48","->","F44"
111,"F48","->","F50"
112,"F48","->","F82"
113,"F51","->","F29"
114,"F51","->","F54"
115,"F83","->","F96"
116,"F83","->","F39"
117,"F61","->","F62"
118,"F61","->","F66"
119,"F67","->","F77"
120,"F86","->","F85"
121,"F86","->","F70"
122,"F74","->","F98"
123,"F74","->","F30"
124,"F76","->","F20"
125,"F80","->","F89"
126,"F82","->","F9"
127,"F88","->","F72"
128,"F89","->","F87"
129,"F89","->","F88"
130,"F91","->","F34"
131,"F91","->","F96"
132,"F91","->","F45"
133,"F91","->","F54"
134,"F91","->","F61"
135,"F91","->","F67"
136,"F91","->","F76"
137,"F93","->","F9"
138,"F93","->","F11"
139,"F93","->","F48"
140,"F93","->","F82"
141,"F99","->","Fault"
142,"F99","->","F8"
143,"F99","->","F98"
144,"F99","->","F96"
145,"F99","->","F42"
146,"F99","->","F71"
147,"F99","->","F105"
148,"F99","->","F101"
149,"F99","->","F103"
150,"F99","->","F106"
151,"F105","->","F32"
152,"F105","->","F101"
153,"F105","->","F102"
154,"F101","->","F102"
155,"F103","->","F106"
156,"F106","->","F97"
157,"F106","->","F18"
158,"F106","->","F104"
