ID,Variable 1,Dependency,Variable 2
1,F1,->,F56
2,F97,->,F2
3,F97,->,F78
4,F97,->,F3
5,F97,->,F4
6,F97,->,F46
7,F97,->,F48
8,F97,->,F100
9,F2,->,F5
10,F4,->,F92
11,F4,->,F51
12,F53,->,F6
13,F53,->,F61
14,F56,->,F32
15,F55,->,F52
16,F52,->,F11
17,F52,->,F16
18,F52,->,F58
19,F52,->,F63
20,F52,->,F73
21,F19,->,F25
22,F44,->,F47
23,F44,->,F49
24,F20,->,F84
25,F20,->,F85
26,F20,->,F86
27,F21,->,F22
28,F21,->,F23
29,F22,->,F55
30,F22,->,F90
31,F22,->,F35
32,F25,->,F1
33,F25,->,F7
34,F25,->,F36
35,F26,->,F20
36,F26,->,F79
37,F26,->,F80
38,F92,->,F29
39,F92,->,F31
40,F29,->,F67
41,F30,->,F74
42,F31,->,F87
43,F31,->,F89
44,F33,->,F34
45,F96,->,F38
46,F96,->,F39
47,F96,->,F40
48,F96,->,F83
49,F96,->,F94
50,F96,->,F107
51,F42,->,F81
52,F42,->,F99
53,F48,->,F50
54,F48,->,F82
55,F50,->,F26
56,F50,->,F64
57,F51,->,F54
58,F61,->,F62
59,F67,->,F77
60,F86,->,F70
61,F82,->,F9
62,F82,->,F44
63,F89,->,F88
64,F91,->,Fault
65,F91,->,F53
66,F91,->,F8
67,F91,->,F19
68,F91,->,F96
69,F91,->,F71
70,F99,->,F18
71,F99,->,F30
72,F99,->,F91
73,F99,->,F105
74,F99,->,F106
75,F105,->,F97
76,F105,->,F21
77,F105,->,F101
78,F105,->,F102
79,F105,->,F104
80,F106,->,F103
81,F107,->,F10
82,F107,->,F45
83,F107,->,F48
84,F107,->,F60
