"ID","Variable 1","Dependency","Variable 2"
1,"Fault","->","F1"
2,"Fault","->","F2"
3,"Fault","->","F4"
4,"Fault","->","F53"
5,"Fault","->","F6"
6,"Fault","->","F7"
7,"Fault","->","F56"
8,"Fault","->","F8"
9,"Fault","->","F9"
10,"Fault","->","F10"
11,"Fault","->","F55"
12,"Fault","->","F52"
13,"Fault","->","F11"
14,"Fault","->","F13"
15,"Fault","->","F14"
16,"Fault","->","F15"
17,"Fault","->","F16"
18,"Fault","->","F17"
19,"Fault","->","F18"
20,"Fault","->","F19"
21,"Fault","->","F20"
22,"Fault","->","F90"
23,"Fault","->","F23"
24,"Fault","->","F24"
25,"Fault","->","F25"
26,"Fault","->","F26"
27,"Fault","->","F28"
28,"Fault","->","F92"
29,"Fault","->","F29"
30,"Fault","->","F98"
31,"Fault","->","F30"
32,"Fault","->","F31"
33,"Fault","->","F32"
34,"Fault","->","F33"
35,"Fault","->","F34"
36,"Fault","->","F35"
37,"Fault","->","F36"
38,"Fault","->","F37"
39,"Fault","->","F84"
40,"Fault","->","F96"
41,"Fault","->","F39"
42,"Fault","->","F42"
43,"Fault","->","F43"
44,"Fault","->","F45"
45,"Fault","->","F46"
46,"Fault","->","F85"
47,"Fault","->","F48"
48,"Fault","->","F49"
49,"Fault","->","F50"
50,"Fault","->","F51"
51,"Fault","->","F83"
52,"Fault","->","F54"
53,"Fault","->","F57"
54,"Fault","->","F58"
55,"Fault","->","F59"
56,"Fault","->","F60"
57,"Fault","->","F61"
58,"Fault","->","F62"
59,"Fault","->","F63"
60,"Fault","->","F64"
61,"Fault","->","F65"
62,"Fault","->","F66"
63,"Fault","->","F67"
64,"Fault","->","F68"
65,"Fault","->","F70"
66,"Fault","->","F71"
67,"Fault","->","F73"
68,"Fault","->","F74"
69,"Fault","->","F75"
70,"Fault","->","F76"
71,"Fault","->","F77"
72,"Fault","->","F79"
73,"Fault","->","F80"
74,"Fault","->","F81"
75,"Fault","->","F82"
76,"Fault","->","F87"
77,"Fault","->","F89"
78,"Fault","->","F91"
79,"Fault","->","F93"
80,"Fault","->","F94"
81,"Fault","->","F95"
82,"Fault","->","F99"
83,"Fault","->","F105"
84,"Fault","->","F101"
85,"Fault","->","F104"
86,"Fault","->","F106"
87,"Fault","->","F107"
88,"F97","->","F2"
89,"F97","->","F3"
90,"F97","->","F4"
91,"F97","->","F5"
92,"F97","->","F52"
93,"F97","->","F19"
94,"F97","->","F23"
95,"F97","->","F98"
96,"F97","->","F30"
97,"F97","->","F46"
98,"F97","->","F81"
99,"F97","->","F99"
100,"F97","->","F105"
101,"F97","->","F101"
102,"F97","->","F102"
103,"F97","->","F106"
104,"F2","->","F5"
105,"F2","->","F29"
106,"F78","->","F18"
107,"F4","->","F78"
108,"F4","->","F3"
109,"F4","->","F92"
110,"F53","->","F6"
111,"F53","->","F8"
112,"F53","->","F61"
113,"F56","->","F32"
114,"F10","->","F69"
115,"F52","->","F55"
116,"F52","->","F11"
117,"F52","->","F34"
118,"F52","->","F73"
119,"F17","->","F18"
120,"F17","->","F25"
121,"F17","->","F51"
122,"F19","->","F17"
123,"F41","->","F7"
124,"F41","->","F10"
125,"F41","->","F92"
126,"F41","->","F42"
127,"F41","->","F45"
128,"F41","->","F83"
129,"F41","->","F54"
130,"F41","->","F60"
131,"F44","->","F96"
132,"F44","->","F49"
133,"F44","->","F107"
134,"F20","->","F84"
135,"F20","->","F86"
136,"F21","->","Fault"
137,"F21","->","F22"
138,"F22","->","Fault"
139,"F22","->","F52"
140,"F22","->","F90"
141,"F22","->","F35"
142,"F22","->","F48"
143,"F25","->","F24"
144,"F25","->","F36"
145,"F26","->","F28"
146,"F26","->","F86"
147,"F26","->","F79"
148,"F26","->","F80"
149,"F92","->","F29"
150,"F92","->","F67"
151,"F98","->","F30"
152,"F98","->","F99"
153,"F30","->","F74"
154,"F31","->","F88"
155,"F31","->","F89"
156,"F84","->","F86"
157,"F96","->","F39"
158,"F96","->","F40"
159,"F96","->","F91"
160,"F96","->","F94"
161,"F38","->","F41"
162,"F38","->","F83"
