"ID","Variable 1","Dependency","Variable 2"
1,"Fault","->","F1"
2,"Fault","->","F2"
3,"Fault","->","F53"
4,"Fault","->","F7"
5,"Fault","->","F56"
6,"Fault","->","F8"
7,"Fault","->","F9"
8,"Fault","->","F10"
9,"Fault","->","F55"
10,"Fault","->","F52"
11,"Fault","->","F11"
12,"Fault","->","F16"
13,"Fault","->","F17"
14,"Fault","->","F18"
15,"Fault","->","F19"
16,"Fault","->","F20"
17,"Fault","->","F90"
18,"Fault","->","F21"
19,"Fault","->","F22"
20,"Fault","->","F23"
21,"Fault","->","F24"
22,"Fault","->","F25"
23,"Fault","->","F26"
24,"Fault","->","F92"
25,"Fault","->","F29"
26,"Fault","->","F98"
27,"Fault","->","F30"
28,"Fault","->","F31"
29,"Fault","->","F32"
30,"Fault","->","F33"
31,"Fault","->","F34"
32,"Fault","->","F35"
33,"Fault","->","F36"
34,"Fault","->","F96"
35,"Fault","->","F39"
36,"Fault","->","F42"
37,"Fault","->","F45"
38,"Fault","->","F46"
39,"Fault","->","F48"
40,"Fault","->","F51"
41,"Fault","->","F83"
42,"Fault","->","F54"
43,"Fault","->","F58"
44,"Fault","->","F60"
45,"Fault","->","F61"
46,"Fault","->","F63"
47,"Fault","->","F64"
48,"Fault","->","F66"
49,"Fault","->","F67"
50,"Fault","->","F70"
51,"Fault","->","F71"
52,"Fault","->","F73"
53,"Fault","->","F74"
54,"Fault","->","F76"
55,"Fault","->","F77"
56,"Fault","->","F79"
57,"Fault","->","F80"
58,"Fault","->","F81"
59,"Fault","->","F91"
60,"Fault","->","F93"
61,"Fault","->","F99"
62,"Fault","->","F105"
63,"Fault","->","F107"
64,"F97","->","F18"
65,"F97","->","F103"
66,"F2","->","F101"
67,"F2","->","F104"
68,"F78","->","F4"
69,"F78","->","F98"
70,"F78","->","F102"
71,"F3","->","F97"
72,"F4","->","F3"
73,"F5","->","F2"
74,"F5","->","F105"
75,"F53","->","F6"
76,"F8","->","F57"
77,"F18","->","F17"
78,"F18","->","F59"
79,"F44","->","Fault"
80,"F44","->","F47"
81,"F44","->","F50"
82,"F44","->","F107"
83,"F20","->","F84"
84,"F20","->","F85"
85,"F20","->","F86"
86,"F20","->","F88"
87,"F20","->","F89"
88,"F22","->","F21"
89,"F26","->","F84"
90,"F26","->","F49"
91,"F26","->","F86"
92,"F26","->","F80"
93,"F26","->","F88"
94,"F26","->","F89"
95,"F92","->","F29"
96,"F29","->","F14"
97,"F98","->","F30"
98,"F98","->","F99"
99,"F30","->","F74"
100,"F31","->","F87"
101,"F31","->","F88"
102,"F31","->","F89"
103,"F32","->","F57"
104,"F37","->","F15"
105,"F84","->","F86"
106,"F96","->","F39"
107,"F96","->","F40"
108,"F96","->","F94"
109,"F38","->","F41"
110,"F39","->","F41"
111,"F39","->","F40"
112,"F39","->","F83"
113,"F39","->","F94"
114,"F40","->","F41"
115,"F40","->","F38"
116,"F42","->","F97"
117,"F42","->","F78"
118,"F42","->","F3"
119,"F42","->","F4"
120,"F42","->","F5"
121,"F42","->","F100"
122,"F42","->","F103"
123,"F42","->","F104"
124,"F42","->","F106"
125,"F46","->","F87"
126,"F46","->","F100"
127,"F47","->","F37"
128,"F47","->","F49"
129,"F47","->","F50"
130,"F47","->","F82"
131,"F48","->","F82"
132,"F50","->","Fault"
133,"F50","->","F48"
134,"F50","->","F49"
135,"F50","->","F82"
136,"F83","->","F93"
137,"F83","->","F94"
138,"F61","->","F6"
139,"F61","->","F62"
140,"F86","->","F85"
141,"F88","->","F89"
142,"F89","->","F87"
143,"F91","->","F19"
144,"F91","->","F62"
145,"F93","->","F84"
146,"F93","->","F46"
147,"F94","->","F38"
148,"F94","->","F40"
149,"F99","->","F91"
150,"F99","->","F101"
151,"F99","->","F103"
152,"F99","->","F104"
153,"F99","->","F106"
154,"F100","->","F97"
155,"F100","->","F78"
156,"F100","->","F3"
157,"F100","->","F4"
158,"F100","->","F5"
159,"F105","->","F78"
160,"F105","->","F101"
161,"F105","->","F102"
162,"F101","->","F102"
163,"F103","->","F106"
164,"F107","->","F37"
165,"F107","->","F96"
