ID,Variable 1,Dependency,Variable 2
1,Fault,->,F1
2,Fault,->,F2
3,Fault,->,F53
4,Fault,->,F7
5,Fault,->,F56
6,Fault,->,F8
7,Fault,->,F9
8,Fault,->,F10
9,Fault,->,F55
10,Fault,->,F52
11,Fault,->,F11
12,Fault,->,F16
13,Fault,->,F18
14,Fault,->,F19
15,Fault,->,F20
16,Fault,->,F90
17,Fault,->,F21
18,Fault,->,F23
19,Fault,->,F24
20,Fault,->,F25
21,Fault,->,F26
22,Fault,->,F92
23,Fault,->,F29
24,Fault,->,F30
25,Fault,->,F32
26,Fault,->,F34
27,Fault,->,F35
28,Fault,->,F36
29,Fault,->,F96
30,Fault,->,F42
31,Fault,->,F45
32,Fault,->,F46
33,Fault,->,F51
34,Fault,->,F83
35,Fault,->,F54
36,Fault,->,F58
37,Fault,->,F60
38,Fault,->,F61
39,Fault,->,F63
40,Fault,->,F64
41,Fault,->,F66
42,Fault,->,F67
43,Fault,->,F70
44,Fault,->,F71
45,Fault,->,F73
46,Fault,->,F74
47,Fault,->,F76
48,Fault,->,F77
49,Fault,->,F79
50,Fault,->,F80
51,Fault,->,F81
52,Fault,->,F82
53,Fault,->,F91
54,Fault,->,F99
55,Fault,->,F107
56,F97,->,F3
57,F97,->,F30
58,F97,->,F103
59,F2,->,F5
60,F2,->,F105
61,F2,->,F101
62,F78,->,F97
63,F78,->,F2
64,F78,->,F5
65,F78,->,F99
66,F5,->,F97
67,F5,->,F3
68,F53,->,F6
69,F7,->,F59
70,F52,->,F33
71,F11,->,F33
72,F44,->,F47
73,F44,->,F48
74,F44,->,F50
75,F44,->,F107
76,F20,->,F31
77,F20,->,F84
78,F20,->,F85
79,F20,->,F86
80,F20,->,F88
81,F21,->,F22
82,F26,->,F84
83,F26,->,F88
84,F26,->,F89
85,F92,->,F29
86,F30,->,F105
87,F31,->,F87
88,F31,->,F89
89,F32,->,F57
90,F35,->,F22
91,F84,->,F86
92,F96,->,F38
93,F96,->,F39
94,F96,->,F40
95,F96,->,F94
96,F39,->,F83
97,F40,->,F38
98,F40,->,F94
99,F42,->,F78
100,F42,->,F100
101,F42,->,F104
102,F42,->,F106
103,F46,->,F100
104,F47,->,F48
105,F47,->,F49
106,F47,->,F50
107,F47,->,F82
108,F48,->,Fault
109,F50,->,Fault
110,F50,->,F48
111,F50,->,F49
112,F58,->,F57
113,F61,->,F62
114,F66,->,F95
115,F86,->,F85
116,F88,->,F31
117,F88,->,F89
118,F89,->,F87
119,F91,->,F6
120,F94,->,F39
121,F99,->,F4
122,F99,->,F105
123,F99,->,F101
124,F99,->,F103
125,F99,->,F104
126,F99,->,F106
127,F100,->,F97
128,F100,->,F78
129,F100,->,F3
130,F100,->,F4
131,F100,->,F5
132,F105,->,F4
133,F105,->,F101
134,F105,->,F102
135,F101,->,F102
136,F106,->,F103
137,F107,->,F37
138,F107,->,F40
