"ID","Variable 1","Dependency","Variable 2"
1,"Fault","->","F52"
2,"Fault","->","F17"
3,"Fault","->","F19"
4,"Fault","->","F21"
5,"Fault","->","F26"
6,"Fault","->","F92"
7,"Fault","->","F96"
8,"Fault","->","F46"
9,"Fault","->","F48"
10,"Fault","->","F51"
11,"Fault","->","F60"
12,"Fault","->","F81"
13,"Fault","->","F91"
14,"Fault","->","F93"
15,"Fault","->","F107"
16,"F97","->","F2"
17,"F97","->","F3"
18,"F97","->","F5"
19,"F97","->","F42"
20,"F97","->","F100"
21,"F3","->","F4"
22,"F4","->","F78"
23,"F4","->","F105"
24,"F5","->","F78"
25,"F5","->","F100"
26,"F53","->","F6"
27,"F53","->","F61"
28,"F56","->","F1"
29,"F56","->","F32"
30,"F52","->","F55"
31,"F52","->","F11"
32,"F52","->","F90"
33,"F52","->","F22"
34,"F52","->","F35"
35,"F52","->","F50"
36,"F52","->","F58"
37,"F52","->","F73"
38,"F11","->","F16"
39,"F11","->","F33"
40,"F11","->","F34"
41,"F11","->","F63"
42,"F11","->","F73"
43,"F17","->","F18"
44,"F17","->","F25"
45,"F19","->","F79"
46,"F41","->","F40"
47,"F20","->","F31"
48,"F20","->","F84"
49,"F20","->","F86"
50,"F21","->","F22"
51,"F22","->","F56"
52,"F22","->","F90"
53,"F22","->","F35"
54,"F25","->","F7"
55,"F25","->","F36"
56,"F26","->","F20"
57,"F26","->","F79"
58,"F26","->","F80"
59,"F92","->","F29"
60,"F98","->","F97"
61,"F98","->","F30"
62,"F98","->","F74"
63,"F98","->","F99"
64,"F30","->","F74"
65,"F30","->","F99"
66,"F31","->","F87"
67,"F31","->","F88"
68,"F31","->","F89"
69,"F96","->","F41"
70,"F96","->","F39"
71,"F96","->","F94"
72,"F38","->","F41"
73,"F39","->","F38"
74,"F39","->","F94"
75,"F42","->","F2"
76,"F42","->","F5"
77,"F42","->","F104"
78,"F46","->","F80"
79,"F47","->","F44"
80,"F47","->","F49"
81,"F47","->","F82"
82,"F48","->","F47"
83,"F48","->","F50"
84,"F48","->","F82"
85,"F50","->","F47"
86,"F50","->","F64"
87,"F51","->","F54"
88,"F61","->","F62"
89,"F67","->","F77"
90,"F86","->","F85"
91,"F86","->","F70"
92,"F82","->","F9"
93,"F82","->","F44"
94,"F88","->","F89"
95,"F91","->","F53"
96,"F91","->","F76"
97,"F93","->","F9"
98,"F93","->","F83"
99,"F94","->","F38"
100,"F94","->","F40"
101,"F94","->","F83"
102,"F99","->","Fault"
103,"F99","->","F97"
104,"F99","->","F8"
105,"F99","->","F42"
106,"F99","->","F71"
107,"F99","->","F105"
108,"F99","->","F101"
109,"F99","->","F103"
110,"F99","->","F106"
111,"F100","->","F3"
112,"F100","->","F4"
113,"F105","->","F101"
114,"F105","->","F102"
115,"F105","->","F103"
116,"F105","->","F104"
117,"F101","->","F102"
118,"F103","->","F106"
119,"F106","->","F18"
120,"F107","->","F10"
121,"F107","->","F39"
