ID,Variable 1,Dependency,Variable 2
1,Fault,->,F52
2,Fault,->,F19
3,Fault,->,F44
4,Fault,->,F21
5,Fault,->,F26
6,Fault,->,F92
7,Fault,->,F96
8,Fault,->,F46
9,Fault,->,F51
10,Fault,->,F60
11,Fault,->,F81
12,Fault,->,F91
13,Fault,->,F107
14,F97,->,F42
15,F97,->,F99
16,F2,->,F97
17,F2,->,F78
18,F2,->,F3
19,F2,->,F5
20,F2,->,F30
21,F2,->,F100
22,F2,->,F105
23,F2,->,F106
24,F78,->,F4
25,F5,->,F100
26,F53,->,F6
27,F53,->,F61
28,F56,->,F32
29,F52,->,F11
30,F52,->,F90
31,F52,->,F22
32,F52,->,F35
33,F52,->,F50
34,F52,->,F73
35,F11,->,F55
36,F11,->,F16
37,F11,->,F33
38,F11,->,F34
39,F11,->,F58
40,F11,->,F63
41,F11,->,F73
42,F18,->,F25
43,F18,->,F54
44,F19,->,F79
45,F44,->,F47
46,F44,->,F48
47,F20,->,F31
48,F20,->,F84
49,F20,->,F85
50,F20,->,F86
51,F20,->,F70
52,F21,->,F22
53,F22,->,F56
54,F22,->,F90
55,F22,->,F35
56,F25,->,F1
57,F25,->,F7
58,F25,->,F24
59,F25,->,F36
60,F26,->,F20
61,F26,->,F79
62,F26,->,F80
63,F92,->,F29
64,F30,->,F74
65,F31,->,F87
66,F31,->,F88
67,F31,->,F89
68,F96,->,F39
69,F96,->,F40
70,F96,->,F94
71,F38,->,F83
72,F39,->,F94
73,F40,->,F38
74,F42,->,F99
75,F42,->,F104
76,F46,->,F83
77,F46,->,F80
78,F47,->,F50
79,F47,->,F82
80,F48,->,F82
81,F50,->,F48
82,F50,->,F49
83,F50,->,F64
84,F83,->,F39
85,F61,->,F62
86,F67,->,F77
87,F82,->,F9
88,F88,->,F89
89,F91,->,F74
90,F91,->,F76
91,F99,->,Fault
92,F99,->,F53
93,F99,->,F8
94,F99,->,F18
95,F99,->,F30
96,F99,->,F71
97,F99,->,F105
98,F99,->,F101
99,F99,->,F103
100,F99,->,F106
101,F100,->,F97
102,F100,->,F78
103,F100,->,F3
104,F100,->,F4
105,F100,->,F42
106,F105,->,F101
107,F105,->,F102
108,F105,->,F104
109,F101,->,F102
110,F106,->,F103
111,F107,->,F10
112,F107,->,F47
