"ID","Variable 1","Dependency","Variable 2"
1,"F2","->","F29"
2,"F78","->","F5"
3,"F78","->","F46"
4,"F5","->","F2"
5,"F5","->","F3"
6,"F5","->","F4"
7,"F5","->","F100"
8,"F52","->","F11"
9,"F52","->","F73"
10,"F17","->","F18"
11,"F17","->","F25"
12,"F19","->","F17"
13,"F44","->","F49"
14,"F22","->","F52"
15,"F22","->","F90"
16,"F22","->","F21"
17,"F22","->","F35"
18,"F25","->","F36"
19,"F26","->","F79"
20,"F26","->","F80"
21,"F29","->","F92"
22,"F98","->","F74"
23,"F98","->","F99"
24,"F96","->","F38"
25,"F96","->","F39"
26,"F96","->","F40"
27,"F96","->","F94"
28,"F38","->","F41"
29,"F38","->","F83"
30,"F39","->","F22"
31,"F39","->","F107"
32,"F46","->","F93"
33,"F47","->","F48"
34,"F48","->","F44"
35,"F48","->","F26"
36,"F48","->","F50"
37,"F48","->","F82"
38,"F61","->","F62"
39,"F67","->","F77"
40,"F73","->","F55"
41,"F91","->","Fault"
42,"F91","->","F8"
43,"F91","->","F19"
44,"F91","->","F96"
45,"F91","->","F81"
46,"F93","->","F9"
47,"F93","->","F83"
48,"F93","->","F60"
49,"F93","->","F81"
50,"F99","->","F91"
51,"F99","->","F105"
52,"F99","->","F103"
53,"F99","->","F106"
54,"F100","->","F97"
55,"F105","->","F78"
56,"F105","->","F30"
57,"F105","->","F102"
58,"F105","->","F104"
59,"F102","->","F101"
60,"F106","->","F42"
61,"F107","->","F47"
