ID,Variable 1,Dependency,Variable 2
1,Fault,->,F1
2,Fault,->,F2
3,Fault,->,F4
4,Fault,->,F53
5,Fault,->,F7
6,Fault,->,F56
7,Fault,->,F8
8,Fault,->,F9
9,Fault,->,F10
10,Fault,->,F55
11,Fault,->,F52
12,Fault,->,F11
13,Fault,->,F16
14,Fault,->,F18
15,Fault,->,F19
16,Fault,->,F20
17,Fault,->,F90
18,Fault,->,F21
19,Fault,->,F22
20,Fault,->,F23
21,Fault,->,F24
22,Fault,->,F25
23,Fault,->,F26
24,Fault,->,F92
25,Fault,->,F29
26,Fault,->,F30
27,Fault,->,F31
28,Fault,->,F32
29,Fault,->,F33
30,Fault,->,F34
31,Fault,->,F35
32,Fault,->,F36
33,Fault,->,F37
34,Fault,->,F96
35,Fault,->,F39
36,Fault,->,F42
37,Fault,->,F43
38,Fault,->,F45
39,Fault,->,F46
40,Fault,->,F51
41,Fault,->,F83
42,Fault,->,F54
43,Fault,->,F57
44,Fault,->,F58
45,Fault,->,F59
46,Fault,->,F60
47,Fault,->,F61
48,Fault,->,F63
49,Fault,->,F64
50,Fault,->,F66
51,Fault,->,F67
52,Fault,->,F70
53,Fault,->,F71
54,Fault,->,F73
55,Fault,->,F74
56,Fault,->,F76
57,Fault,->,F77
58,Fault,->,F79
59,Fault,->,F80
60,Fault,->,F81
61,Fault,->,F91
62,Fault,->,F99
63,Fault,->,F105
64,Fault,->,F107
65,F97,->,F2
66,F97,->,F18
67,F97,->,F95
68,F97,->,F102
69,F97,->,F103
70,F2,->,F5
71,F2,->,F30
72,F2,->,F99
73,F2,->,F101
74,F2,->,F104
75,F78,->,F97
76,F3,->,F2
77,F3,->,F78
78,F4,->,F78
79,F4,->,F3
80,F4,->,F5
81,F53,->,F6
82,F6,->,F14
83,F9,->,F82
84,F10,->,F69
85,F16,->,F14
86,F44,->,F85
87,F44,->,F65
88,F44,->,F107
89,F20,->,F84
90,F20,->,F85
91,F20,->,F86
92,F20,->,F89
93,F21,->,F22
94,F26,->,F84
95,F26,->,F49
96,F26,->,F86
97,F26,->,F80
98,F26,->,F89
99,F92,->,F29
100,F30,->,F74
101,F31,->,F87
102,F31,->,F88
103,F31,->,F89
104,F37,->,F15
105,F84,->,F86
106,F96,->,F39
107,F96,->,F40
108,F96,->,F94
109,F39,->,F40
110,F39,->,F83
111,F39,->,F94
112,F40,->,F38
113,F42,->,F97
114,F42,->,F3
115,F42,->,F100
116,F42,->,F103
117,F42,->,F104
118,F42,->,F106
119,F46,->,F100
120,F47,->,F15
121,F47,->,F44
122,F47,->,F49
123,F48,->,Fault
124,F48,->,F44
125,F48,->,F47
126,F48,->,F50
127,F48,->,F82
128,F48,->,F88
129,F50,->,Fault
130,F50,->,F44
131,F50,->,F47
132,F50,->,F49
133,F50,->,F82
134,F83,->,F84
135,F83,->,F87
136,F83,->,F94
137,F61,->,F62
138,F66,->,F95
139,F86,->,F85
140,F82,->,F47
141,F89,->,F87
142,F89,->,F88
143,F91,->,F19
144,F91,->,F62
145,F91,->,F106
146,F94,->,F38
147,F94,->,F40
148,F99,->,F6
149,F99,->,F105
150,F99,->,F101
151,F99,->,F103
152,F99,->,F104
153,F99,->,F106
154,F100,->,F97
155,F100,->,F78
156,F100,->,F3
157,F100,->,F4
158,F100,->,F5
159,F105,->,F91
160,F105,->,F101
161,F105,->,F102
162,F101,->,F102
163,F107,->,F96
