"ID","Variable 1","Dependency","Variable 2"
1,"Fault","->","F1"
2,"Fault","->","F2"
3,"Fault","->","F53"
4,"Fault","->","F7"
5,"Fault","->","F56"
6,"Fault","->","F8"
7,"Fault","->","F9"
8,"Fault","->","F10"
9,"Fault","->","F55"
10,"Fault","->","F52"
11,"Fault","->","F11"
12,"Fault","->","F16"
13,"Fault","->","F17"
14,"Fault","->","F18"
15,"Fault","->","F19"
16,"Fault","->","F20"
17,"Fault","->","F90"
18,"Fault","->","F21"
19,"Fault","->","F23"
20,"Fault","->","F24"
21,"Fault","->","F25"
22,"Fault","->","F26"
23,"Fault","->","F92"
24,"Fault","->","F30"
25,"Fault","->","F32"
26,"Fault","->","F34"
27,"Fault","->","F35"
28,"Fault","->","F36"
29,"Fault","->","F37"
30,"Fault","->","F96"
31,"Fault","->","F42"
32,"Fault","->","F43"
33,"Fault","->","F45"
34,"Fault","->","F46"
35,"Fault","->","F51"
36,"Fault","->","F83"
37,"Fault","->","F54"
38,"Fault","->","F57"
39,"Fault","->","F58"
40,"Fault","->","F60"
41,"Fault","->","F61"
42,"Fault","->","F63"
43,"Fault","->","F64"
44,"Fault","->","F66"
45,"Fault","->","F67"
46,"Fault","->","F71"
47,"Fault","->","F73"
48,"Fault","->","F74"
49,"Fault","->","F76"
50,"Fault","->","F79"
51,"Fault","->","F80"
52,"Fault","->","F81"
53,"Fault","->","F91"
54,"Fault","->","F93"
55,"Fault","->","F99"
56,"Fault","->","F106"
57,"Fault","->","F107"
58,"F97","->","F5"
59,"F97","->","F42"
60,"F97","->","F100"
61,"F2","->","F78"
62,"F2","->","F5"
63,"F2","->","F98"
64,"F2","->","F105"
65,"F2","->","F101"
66,"F2","->","F104"
67,"F78","->","F97"
68,"F3","->","F97"
69,"F4","->","F78"
70,"F4","->","F3"
71,"F4","->","F29"
72,"F4","->","F103"
73,"F53","->","F6"
74,"F6","->","F14"
75,"F7","->","F59"
76,"F8","->","F13"
77,"F10","->","F69"
78,"F11","->","F33"
79,"F12","->","F27"
80,"F16","->","F14"
81,"F16","->","F15"
82,"F17","->","F18"
83,"F17","->","F68"
84,"F18","->","F75"
85,"F41","->","F83"
86,"F44","->","F88"
87,"F44","->","F107"
88,"F20","->","F31"
89,"F20","->","F84"
90,"F20","->","F85"
91,"F20","->","F86"
92,"F20","->","F70"
93,"F21","->","F13"
94,"F21","->","F22"
95,"F22","->","F75"
96,"F25","->","F6"
97,"F26","->","F39"
98,"F26","->","F49"
99,"F26","->","F70"
100,"F26","->","F89"
101,"F92","->","F4"
102,"F92","->","F29"
103,"F92","->","F105"
104,"F98","->","F30"
105,"F98","->","F100"
106,"F31","->","F87"
107,"F31","->","F89"
108,"F34","->","F33"
109,"F34","->","F65"
110,"F35","->","F22"
111,"F37","->","F15"
112,"F84","->","F86"
113,"F96","->","F41"
114,"F96","->","F38"
115,"F96","->","F39"
116,"F96","->","F40"
117,"F96","->","F94"
118,"F39","->","F38"
119,"F39","->","F40"
120,"F39","->","F94"
121,"F40","->","F28"
122,"F48","->","Fault"
123,"F48","->","F41"
124,"F48","->","F44"
125,"F48","->","F50"
126,"F48","->","F82"
127,"F50","->","Fault"
128,"F50","->","F47"
129,"F50","->","F49"
130,"F83","->","F39"
131,"F83","->","F82"
132,"F83","->","F93"
133,"F61","->","F62"
134,"F64","->","F94"
135,"F66","->","F95"
136,"F67","->","F12"
137,"F67","->","F77"
138,"F74","->","F98"
139,"F82","->","F44"
140,"F82","->","F47"
141,"F82","->","F85"
142,"F89","->","F87"
143,"F89","->","F88"
144,"F91","->","F65"
145,"F91","->","F103"
146,"F91","->","F104"
147,"F93","->","F31"
148,"F93","->","F84"
149,"F93","->","F82"
150,"F95","->","F72"
151,"F99","->","F2"
152,"F99","->","F4"
153,"F99","->","F98"
154,"F99","->","F105"
155,"F99","->","F101"
156,"F99","->","F102"
157,"F99","->","F103"
158,"F99","->","F104"
159,"F105","->","F3"
160,"F105","->","F4"
161,"F105","->","F102"
162,"F102","->","F101"
