ID,Variable 1,Dependency,Variable 2
1,Fault,->,F1
2,Fault,->,F2
3,Fault,->,F53
4,Fault,->,F7
5,Fault,->,F56
6,Fault,->,F8
7,Fault,->,F9
8,Fault,->,F10
9,Fault,->,F55
10,Fault,->,F52
11,Fault,->,F11
12,Fault,->,F14
13,Fault,->,F16
14,Fault,->,F17
15,Fault,->,F19
16,Fault,->,F20
17,Fault,->,F90
18,Fault,->,F21
19,Fault,->,F23
20,Fault,->,F25
21,Fault,->,F26
22,Fault,->,F28
23,Fault,->,F92
24,Fault,->,F98
25,Fault,->,F30
26,Fault,->,F31
27,Fault,->,F32
28,Fault,->,F34
29,Fault,->,F35
30,Fault,->,F37
31,Fault,->,F96
32,Fault,->,F39
33,Fault,->,F42
34,Fault,->,F43
35,Fault,->,F45
36,Fault,->,F46
37,Fault,->,F51
38,Fault,->,F83
39,Fault,->,F54
40,Fault,->,F57
41,Fault,->,F59
42,Fault,->,F60
43,Fault,->,F62
44,Fault,->,F63
45,Fault,->,F64
46,Fault,->,F65
47,Fault,->,F66
48,Fault,->,F67
49,Fault,->,F71
50,Fault,->,F73
51,Fault,->,F74
52,Fault,->,F75
53,Fault,->,F79
54,Fault,->,F80
55,Fault,->,F81
56,Fault,->,F82
57,Fault,->,F91
58,Fault,->,F105
59,Fault,->,F107
60,F97,->,F18
61,F97,->,F42
62,F97,->,F49
63,F2,->,F97
64,F2,->,F5
65,F2,->,F102
66,F2,->,F106
67,F4,->,F78
68,F4,->,F3
69,F53,->,F6
70,F8,->,F13
71,F10,->,F69
72,F52,->,F40
73,F52,->,F106
74,F11,->,F33
75,F16,->,F15
76,F17,->,F18
77,F17,->,F33
78,F17,->,F68
79,F19,->,F6
80,F19,->,F68
81,F20,->,F84
82,F20,->,F85
83,F20,->,F86
84,F21,->,F5
85,F21,->,F13
86,F21,->,F22
87,F25,->,F6
88,F26,->,F40
89,F26,->,F49
90,F26,->,F70
91,F26,->,F94
92,F27,->,F12
93,F92,->,F78
94,F92,->,F3
95,F92,->,F4
96,F92,->,F18
97,F92,->,F29
98,F98,->,F2
99,F98,->,F4
100,F98,->,F30
101,F98,->,F100
102,F98,->,F105
103,F98,->,F103
104,F30,->,F74
105,F31,->,F87
106,F31,->,F88
107,F31,->,F89
108,F35,->,F22
109,F37,->,F15
110,F37,->,F38
111,F84,->,F86
112,F96,->,F84
113,F96,->,F38
114,F96,->,F39
115,F96,->,F40
116,F96,->,F83
117,F96,->,F87
118,F96,->,F94
119,F48,->,Fault
120,F48,->,F50
121,F48,->,F82
122,F48,->,F88
123,F48,->,F89
124,F48,->,F107
125,F50,->,Fault
126,F50,->,F47
127,F50,->,F49
128,F51,->,F18
129,F64,->,F94
130,F66,->,F70
131,F66,->,F95
132,F67,->,F12
133,F67,->,F77
134,F72,->,F95
135,F86,->,F70
136,F70,->,F72
137,F81,->,F47
138,F82,->,F85
139,F89,->,F87
140,F89,->,F88
141,F91,->,F3
142,F91,->,F4
143,F91,->,F38
144,F91,->,F89
145,F91,->,F100
146,F91,->,F103
147,F91,->,F106
148,F105,->,F102
149,F102,->,F103
150,F107,->,F27
151,F107,->,F96
