"ID","Variable 1","Dependency","Variable 2"
1,"Fault","->","F91"
2,"F97","->","F2"
3,"F97","->","F3"
4,"F97","->","F18"
5,"F97","->","F96"
6,"F97","->","F81"
7,"F97","->","F93"
8,"F2","->","F29"
9,"F78","->","F100"
10,"F4","->","F92"
11,"F53","->","F6"
12,"F56","->","F32"
13,"F55","->","F52"
14,"F52","->","F11"
15,"F52","->","F58"
16,"F52","->","F63"
17,"F11","->","F16"
18,"F11","->","F46"
19,"F11","->","F73"
20,"F17","->","F18"
21,"F17","->","F25"
22,"F19","->","F17"
23,"F41","->","F24"
24,"F41","->","F92"
25,"F41","->","F48"
26,"F41","->","F67"
27,"F44","->","F37"
28,"F20","->","F84"
29,"F20","->","F86"
30,"F21","->","F22"
31,"F22","->","F78"
32,"F22","->","F56"
33,"F22","->","F55"
34,"F22","->","F90"
35,"F22","->","F35"
36,"F25","->","F1"
37,"F25","->","F36"
38,"F26","->","F19"
39,"F26","->","F79"
40,"F26","->","F80"
41,"F92","->","F29"
42,"F92","->","F67"
43,"F92","->","F77"
44,"F29","->","F88"
45,"F98","->","F30"
46,"F98","->","F99"
47,"F30","->","F74"
48,"F31","->","F89"
49,"F37","->","F10"
50,"F37","->","F69"
51,"F96","->","F38"
52,"F96","->","F39"
53,"F96","->","F40"
54,"F96","->","F83"
55,"F96","->","F94"
56,"F96","->","F107"
57,"F38","->","F41"
58,"F46","->","F93"
59,"F47","->","F44"
60,"F47","->","F49"
61,"F48","->","F50"
62,"F48","->","F82"
63,"F48","->","F107"
64,"F50","->","F26"
65,"F50","->","F47"
66,"F50","->","F64"
67,"F59","->","F65"
68,"F61","->","F53"
69,"F61","->","F62"
70,"F67","->","F77"
71,"F69","->","F45"
72,"F80","->","F85"
73,"F80","->","F79"
74,"F80","->","F87"
75,"F88","->","F89"
76,"F91","->","F8"
77,"F91","->","F19"
78,"F91","->","F26"
79,"F91","->","F96"
80,"F91","->","F48"
81,"F91","->","F50"
82,"F91","->","F51"
83,"F91","->","F61"
84,"F91","->","F71"
85,"F91","->","F74"
86,"F91","->","F80"
87,"F91","->","F81"
88,"F93","->","Fault"
89,"F93","->","F9"
90,"F93","->","F17"
91,"F93","->","F48"
92,"F93","->","F83"
93,"F93","->","F60"
94,"F93","->","F71"
95,"F93","->","F81"
96,"F93","->","F82"
97,"F99","->","F2"
98,"F99","->","F42"
99,"F99","->","F105"
100,"F99","->","F103"
101,"F99","->","F104"
102,"F99","->","F106"
103,"F100","->","F97"
104,"F100","->","F3"
105,"F100","->","F4"
106,"F100","->","F5"
107,"F100","->","F98"
108,"F105","->","F46"
109,"F105","->","F101"
110,"F105","->","F102"
111,"F107","->","F60"
