"ID","Variable 1","Dependency","Variable 2"
1,"Fault","->","F2"
2,"Fault","->","F4"
3,"Fault","->","F53"
4,"Fault","->","F6"
5,"Fault","->","F7"
6,"Fault","->","F56"
7,"Fault","->","F8"
8,"Fault","->","F9"
9,"Fault","->","F10"
10,"Fault","->","F55"
11,"Fault","->","F52"
12,"Fault","->","F11"
13,"Fault","->","F13"
14,"Fault","->","F14"
15,"Fault","->","F15"
16,"Fault","->","F16"
17,"Fault","->","F17"
18,"Fault","->","F18"
19,"Fault","->","F19"
20,"Fault","->","F20"
21,"Fault","->","F90"
22,"Fault","->","F21"
23,"Fault","->","F22"
24,"Fault","->","F23"
25,"Fault","->","F24"
26,"Fault","->","F25"
27,"Fault","->","F26"
28,"Fault","->","F28"
29,"Fault","->","F92"
30,"Fault","->","F29"
31,"Fault","->","F98"
32,"Fault","->","F30"
33,"Fault","->","F31"
34,"Fault","->","F32"
35,"Fault","->","F33"
36,"Fault","->","F34"
37,"Fault","->","F35"
38,"Fault","->","F36"
39,"Fault","->","F37"
40,"Fault","->","F84"
41,"Fault","->","F96"
42,"Fault","->","F39"
43,"Fault","->","F42"
44,"Fault","->","F43"
45,"Fault","->","F45"
46,"Fault","->","F46"
47,"Fault","->","F85"
48,"Fault","->","F48"
49,"Fault","->","F49"
50,"Fault","->","F50"
51,"Fault","->","F51"
52,"Fault","->","F83"
53,"Fault","->","F54"
54,"Fault","->","F57"
55,"Fault","->","F58"
56,"Fault","->","F59"
57,"Fault","->","F60"
58,"Fault","->","F61"
59,"Fault","->","F62"
60,"Fault","->","F63"
61,"Fault","->","F64"
62,"Fault","->","F66"
63,"Fault","->","F67"
64,"Fault","->","F86"
65,"Fault","->","F70"
66,"Fault","->","F71"
67,"Fault","->","F73"
68,"Fault","->","F74"
69,"Fault","->","F75"
70,"Fault","->","F76"
71,"Fault","->","F77"
72,"Fault","->","F79"
73,"Fault","->","F80"
74,"Fault","->","F81"
75,"Fault","->","F82"
76,"Fault","->","F87"
77,"Fault","->","F88"
78,"Fault","->","F89"
79,"Fault","->","F91"
80,"Fault","->","F93"
81,"Fault","->","F94"
82,"Fault","->","F95"
83,"Fault","->","F99"
84,"Fault","->","F105"
85,"Fault","->","F101"
86,"Fault","->","F104"
87,"Fault","->","F107"
88,"F1","->","Fault"
89,"F97","->","F52"
90,"F97","->","F17"
91,"F97","->","F101"
92,"F97","->","F104"
93,"F2","->","F5"
94,"F2","->","F102"
95,"F78","->","F97"
96,"F3","->","F4"
97,"F4","->","F78"
98,"F4","->","F92"
99,"F5","->","F97"
100,"F5","->","F3"
101,"F53","->","F6"
102,"F53","->","F61"
103,"F56","->","F32"
104,"F10","->","F69"
105,"F52","->","F55"
106,"F52","->","F11"
107,"F52","->","F34"
108,"F52","->","F73"
109,"F11","->","F65"
110,"F17","->","F19"
111,"F17","->","F25"
112,"F17","->","F54"
113,"F18","->","F17"
114,"F18","->","F98"
115,"F18","->","F51"
116,"F19","->","F56"
117,"F41","->","F10"
118,"F41","->","F45"
119,"F41","->","F83"
120,"F41","->","F68"
121,"F44","->","F96"
122,"F44","->","F49"
123,"F44","->","F107"
124,"F20","->","F84"
125,"F20","->","F86"
126,"F90","->","F22"
127,"F22","->","F52"
128,"F22","->","F21"
129,"F22","->","F35"
130,"F25","->","F7"
131,"F25","->","F24"
132,"F25","->","F36"
133,"F26","->","F20"
134,"F26","->","F28"
135,"F26","->","F79"
136,"F26","->","F80"
137,"F92","->","F29"
138,"F29","->","F67"
139,"F98","->","F30"
140,"F98","->","F99"
141,"F98","->","F100"
142,"F98","->","F103"
143,"F30","->","F46"
144,"F30","->","F74"
145,"F30","->","F100"
146,"F31","->","F88"
147,"F31","->","F89"
148,"F34","->","F33"
149,"F34","->","F65"
150,"F96","->","F41"
151,"F96","->","F38"
152,"F96","->","F39"
153,"F96","->","F40"
154,"F96","->","F94"
155,"F38","->","F41"
156,"F39","->","F40"
157,"F39","->","F94"
158,"F40","->","F41"
159,"F40","->","F38"
160,"F40","->","F83"
161,"F42","->","F97"
162,"F42","->","F78"
163,"F42","->","F3"
164,"F42","->","F5"
165,"F42","->","F100"
166,"F42","->","F105"
167,"F42","->","F103"
168,"F42","->","F106"
169,"F46","->","F26"
170,"F46","->","F60"
171,"F47","->","F44"
172,"F47","->","F49"
173,"F47","->","F107"
174,"F48","->","F44"
175,"F48","->","F47"
176,"F48","->","F82"
177,"F50","->","F44"
178,"F50","->","F47"
179,"F50","->","F48"
180,"F50","->","F82"
181,"F83","->","F93"
182,"F61","->","F62"
183,"F67","->","F77"
184,"F86","->","F85"
185,"F79","->","F80"
186,"F82","->","F44"
187,"F82","->","F47"
188,"F87","->","F31"
189,"F87","->","F89"
190,"F89","->","F88"
191,"F91","->","F53"
192,"F91","->","F16"
193,"F91","->","F19"
194,"F91","->","F90"
195,"F91","->","F26"
196,"F91","->","F96"
197,"F91","->","F58"
198,"F91","->","F71"
199,"F91","->","F93"
200,"F91","->","F103"
201,"F91","->","F106"
202,"F93","->","F9"
203,"F93","->","F46"
204,"F93","->","F60"
205,"F93","->","F81"
206,"F94","->","F41"
207,"F94","->","F38"
208,"F94","->","F40"
209,"F99","->","F42"
210,"F99","->","F50"
211,"F99","->","F81"
212,"F99","->","F91"
213,"F99","->","F102"
214,"F99","->","F103"
215,"F99","->","F106"
216,"F100","->","F97"
217,"F100","->","F2"
218,"F100","->","F78"
219,"F100","->","F3"
220,"F100","->","F4"
221,"F100","->","F5"
222,"F100","->","F104"
223,"F105","->","F2"
224,"F105","->","F78"
225,"F105","->","F3"
226,"F105","->","F5"
227,"F105","->","F8"
228,"F105","->","F29"
229,"F105","->","F30"
230,"F105","->","F101"
231,"F105","->","F102"
232,"F101","->","F102"
