ID,Variable 1,Dependency,Variable 2
1,Fault,->,F1
2,Fault,->,F2
3,Fault,->,F4
4,Fault,->,F53
5,Fault,->,F6
6,Fault,->,F7
7,Fault,->,F56
8,Fault,->,F8
9,Fault,->,F9
10,Fault,->,F10
11,Fault,->,F55
12,Fault,->,F52
13,Fault,->,F11
14,Fault,->,F13
15,Fault,->,F14
16,Fault,->,F15
17,Fault,->,F16
18,Fault,->,F18
19,Fault,->,F19
20,Fault,->,F20
21,Fault,->,F90
22,Fault,->,F21
23,Fault,->,F22
24,Fault,->,F23
25,Fault,->,F24
26,Fault,->,F25
27,Fault,->,F26
28,Fault,->,F28
29,Fault,->,F92
30,Fault,->,F29
31,Fault,->,F30
32,Fault,->,F31
33,Fault,->,F32
34,Fault,->,F33
35,Fault,->,F34
36,Fault,->,F35
37,Fault,->,F36
38,Fault,->,F37
39,Fault,->,F84
40,Fault,->,F96
41,Fault,->,F39
42,Fault,->,F42
43,Fault,->,F43
44,Fault,->,F45
45,Fault,->,F46
46,Fault,->,F85
47,Fault,->,F48
48,Fault,->,F49
49,Fault,->,F50
50,Fault,->,F51
51,Fault,->,F83
52,Fault,->,F54
53,Fault,->,F57
54,Fault,->,F58
55,Fault,->,F59
56,Fault,->,F60
57,Fault,->,F61
58,Fault,->,F62
59,Fault,->,F63
60,Fault,->,F64
61,Fault,->,F65
62,Fault,->,F66
63,Fault,->,F67
64,Fault,->,F70
65,Fault,->,F71
66,Fault,->,F73
67,Fault,->,F74
68,Fault,->,F75
69,Fault,->,F76
70,Fault,->,F77
71,Fault,->,F79
72,Fault,->,F80
73,Fault,->,F81
74,Fault,->,F82
75,Fault,->,F87
76,Fault,->,F89
77,Fault,->,F91
78,Fault,->,F94
79,Fault,->,F95
80,Fault,->,F99
81,Fault,->,F105
82,Fault,->,F101
83,Fault,->,F104
84,Fault,->,F106
85,Fault,->,F107
86,F97,->,F2
87,F97,->,F3
88,F97,->,F4
89,F97,->,F5
90,F97,->,F52
91,F97,->,F19
92,F97,->,F30
93,F97,->,F51
94,F97,->,F81
95,F97,->,F105
96,F97,->,F101
97,F97,->,F102
98,F97,->,F106
99,F2,->,F5
100,F4,->,F78
101,F4,->,F3
102,F4,->,F92
103,F4,->,F29
104,F5,->,F46
105,F53,->,F6
106,F53,->,F8
107,F53,->,F61
108,F56,->,F32
109,F10,->,F69
110,F52,->,F55
111,F52,->,F11
112,F52,->,F34
113,F52,->,F73
114,F19,->,F25
115,F44,->,F96
116,F44,->,F49
117,F44,->,F107
118,F20,->,F84
119,F20,->,F85
120,F20,->,F86
121,F90,->,F22
122,F22,->,F52
123,F22,->,F21
124,F22,->,F35
125,F25,->,F7
126,F25,->,F24
127,F25,->,F36
128,F26,->,F28
129,F26,->,F86
130,F26,->,F79
131,F26,->,F80
132,F26,->,F88
133,F92,->,F78
134,F92,->,F29
135,F92,->,F67
136,F30,->,F74
137,F31,->,F88
138,F31,->,F89
139,F84,->,F86
140,F96,->,F39
141,F96,->,F40
142,F96,->,F91
143,F96,->,F94
144,F38,->,F83
145,F39,->,F20
146,F39,->,F38
147,F39,->,F40
148,F39,->,F83
149,F39,->,F94
150,F40,->,F38
151,F42,->,F97
152,F42,->,F78
153,F42,->,F3
154,F42,->,F5
155,F42,->,F100
156,F42,->,F103
157,F42,->,F104
158,F46,->,F26
159,F46,->,F60
160,F47,->,F44
161,F47,->,F49
162,F47,->,F107
163,F85,->,F86
164,F48,->,F44
165,F48,->,F47
166,F48,->,F50
167,F48,->,F82
168,F48,->,F88
169,F50,->,F44
170,F50,->,F47
171,F50,->,F82
172,F61,->,F62
173,F67,->,F77
174,F79,->,F80
175,F82,->,F44
176,F82,->,F47
177,F87,->,F31
178,F87,->,F88
179,F87,->,F89
180,F89,->,F88
181,F91,->,F53
182,F91,->,F56
183,F91,->,F9
184,F91,->,F16
185,F91,->,F19
186,F91,->,F90
187,F91,->,F26
188,F91,->,F45
189,F91,->,F46
190,F91,->,F54
191,F91,->,F58
192,F91,->,F71
193,F91,->,F76
194,F91,->,F81
195,F91,->,F103
196,F94,->,F38
197,F94,->,F40
198,F99,->,F97
199,F99,->,F18
200,F99,->,F30
201,F99,->,F48
202,F99,->,F91
203,F99,->,F105
204,F99,->,F102
205,F99,->,F103
206,F99,->,F106
207,F100,->,F97
208,F100,->,F2
209,F100,->,F78
210,F100,->,F3
211,F100,->,F4
212,F100,->,F5
213,F100,->,F99
214,F105,->,F101
215,F105,->,F102
216,F101,->,F102
217,F104,->,F100
218,F106,->,F103
219,F107,->,F96
220,F107,->,F39
221,F107,->,F69
