"ID","Variable 1","Dependency","Variable 2"
1,"Fault","->","F53"
2,"Fault","->","F9"
3,"Fault","->","F10"
4,"Fault","->","F11"
5,"Fault","->","F16"
6,"Fault","->","F17"
7,"Fault","->","F19"
8,"Fault","->","F90"
9,"Fault","->","F21"
10,"Fault","->","F25"
11,"Fault","->","F26"
12,"Fault","->","F92"
13,"Fault","->","F98"
14,"Fault","->","F32"
15,"Fault","->","F96"
16,"Fault","->","F45"
17,"Fault","->","F46"
18,"Fault","->","F51"
19,"Fault","->","F83"
20,"Fault","->","F58"
21,"Fault","->","F60"
22,"Fault","->","F61"
23,"Fault","->","F64"
24,"Fault","->","F67"
25,"Fault","->","F74"
26,"Fault","->","F79"
27,"Fault","->","F81"
28,"Fault","->","F91"
29,"Fault","->","F93"
30,"Fault","->","F99"
31,"Fault","->","F107"
32,"F1","->","F56"
33,"F97","->","F1"
34,"F97","->","F2"
35,"F97","->","F18"
36,"F97","->","F24"
37,"F97","->","F57"
38,"F78","->","F97"
39,"F78","->","F4"
40,"F4","->","F3"
41,"F53","->","F6"
42,"F7","->","F24"
43,"F7","->","F59"
44,"F8","->","F13"
45,"F10","->","F69"
46,"F11","->","F55"
47,"F11","->","F52"
48,"F11","->","F22"
49,"F11","->","F33"
50,"F11","->","F35"
51,"F11","->","F50"
52,"F11","->","F63"
53,"F11","->","F73"
54,"F11","->","F80"
55,"F12","->","F27"
56,"F14","->","F6"
57,"F16","->","F14"
58,"F17","->","F18"
59,"F17","->","F36"
60,"F17","->","F68"
61,"F18","->","F75"
62,"F41","->","F7"
63,"F41","->","F96"
64,"F41","->","F43"
65,"F41","->","F54"
66,"F41","->","F87"
67,"F44","->","F85"
68,"F44","->","F48"
69,"F44","->","F88"
70,"F44","->","F89"
71,"F44","->","F107"
72,"F20","->","F31"
73,"F20","->","F84"
74,"F20","->","F85"
75,"F20","->","F86"
76,"F20","->","F76"
77,"F21","->","F22"
78,"F22","->","F23"
79,"F22","->","F35"
80,"F22","->","F43"
81,"F22","->","F63"
82,"F24","->","F1"
83,"F25","->","F7"
84,"F25","->","F14"
85,"F25","->","F36"
86,"F26","->","F41"
87,"F26","->","F20"
88,"F26","->","F39"
89,"F26","->","F47"
90,"F26","->","F49"
91,"F26","->","F50"
92,"F26","->","F71"
93,"F26","->","F80"
94,"F92","->","F78"
95,"F92","->","F3"
96,"F92","->","F4"
97,"F92","->","F29"
98,"F92","->","F105"
99,"F98","->","F30"
100,"F31","->","F87"
101,"F31","->","F89"
102,"F33","->","F34"
103,"F34","->","F65"
104,"F36","->","F1"
105,"F37","->","F15"
106,"F96","->","F20"
107,"F96","->","F38"
108,"F96","->","F39"
109,"F96","->","F40"
110,"F96","->","F94"
111,"F47","->","F49"
112,"F48","->","Fault"
113,"F48","->","F50"
114,"F48","->","F82"
115,"F50","->","F47"
116,"F51","->","F54"
117,"F83","->","F41"
118,"F58","->","F57"
119,"F61","->","F62"
120,"F61","->","F66"
121,"F63","->","F23"
122,"F64","->","F94"
123,"F66","->","F95"
124,"F67","->","F77"
125,"F86","->","F70"
126,"F70","->","F72"
127,"F74","->","F8"
128,"F74","->","F30"
129,"F76","->","F5"
130,"F80","->","F28"
131,"F81","->","F42"
132,"F89","->","F88"
133,"F91","->","F34"
134,"F91","->","F54"
135,"F91","->","F66"
136,"F91","->","F76"
137,"F91","->","F101"
138,"F91","->","F103"
139,"F91","->","F104"
140,"F91","->","F106"
141,"F93","->","F31"
142,"F93","->","F39"
143,"F93","->","F82"
144,"F93","->","F104"
145,"F99","->","F56"
146,"F99","->","F8"
147,"F99","->","F30"
148,"F99","->","F42"
149,"F99","->","F71"
150,"F99","->","F105"
151,"F99","->","F103"
152,"F99","->","F104"
153,"F99","->","F106"
154,"F105","->","F5"
155,"F105","->","F102"
156,"F102","->","F101"
157,"F104","->","F78"
158,"F104","->","F100"
159,"F107","->","F37"
