"ID","Variable 1","Dependency","Variable 2"
1,"Fault","->","F1"
2,"Fault","->","F2"
3,"Fault","->","F4"
4,"Fault","->","F53"
5,"Fault","->","F6"
6,"Fault","->","F7"
7,"Fault","->","F56"
8,"Fault","->","F8"
9,"Fault","->","F9"
10,"Fault","->","F10"
11,"Fault","->","F55"
12,"Fault","->","F52"
13,"Fault","->","F11"
14,"Fault","->","F12"
15,"Fault","->","F13"
16,"Fault","->","F14"
17,"Fault","->","F16"
18,"Fault","->","F17"
19,"Fault","->","F18"
20,"Fault","->","F19"
21,"Fault","->","F20"
22,"Fault","->","F90"
23,"Fault","->","F23"
24,"Fault","->","F24"
25,"Fault","->","F25"
26,"Fault","->","F26"
27,"Fault","->","F28"
28,"Fault","->","F92"
29,"Fault","->","F29"
30,"Fault","->","F98"
31,"Fault","->","F30"
32,"Fault","->","F31"
33,"Fault","->","F32"
34,"Fault","->","F33"
35,"Fault","->","F34"
36,"Fault","->","F35"
37,"Fault","->","F36"
38,"Fault","->","F37"
39,"Fault","->","F96"
40,"Fault","->","F39"
41,"Fault","->","F42"
42,"Fault","->","F43"
43,"Fault","->","F45"
44,"Fault","->","F46"
45,"Fault","->","F48"
46,"Fault","->","F49"
47,"Fault","->","F50"
48,"Fault","->","F51"
49,"Fault","->","F83"
50,"Fault","->","F54"
51,"Fault","->","F57"
52,"Fault","->","F58"
53,"Fault","->","F59"
54,"Fault","->","F60"
55,"Fault","->","F61"
56,"Fault","->","F63"
57,"Fault","->","F64"
58,"Fault","->","F65"
59,"Fault","->","F66"
60,"Fault","->","F67"
61,"Fault","->","F68"
62,"Fault","->","F70"
63,"Fault","->","F71"
64,"Fault","->","F73"
65,"Fault","->","F74"
66,"Fault","->","F75"
67,"Fault","->","F76"
68,"Fault","->","F77"
69,"Fault","->","F79"
70,"Fault","->","F80"
71,"Fault","->","F81"
72,"Fault","->","F82"
73,"Fault","->","F91"
74,"Fault","->","F93"
75,"Fault","->","F94"
76,"Fault","->","F95"
77,"Fault","->","F99"
78,"Fault","->","F105"
79,"Fault","->","F101"
80,"Fault","->","F104"
81,"Fault","->","F107"
82,"F97","->","F42"
83,"F97","->","F100"
84,"F97","->","F102"
85,"F97","->","F106"
86,"F2","->","F97"
87,"F2","->","F78"
88,"F2","->","F5"
89,"F2","->","F106"
90,"F78","->","F3"
91,"F3","->","F97"
92,"F4","->","F78"
93,"F4","->","F3"
94,"F4","->","F92"
95,"F4","->","F51"
96,"F53","->","F6"
97,"F53","->","F8"
98,"F53","->","F61"
99,"F56","->","F32"
100,"F10","->","F69"
101,"F55","->","F52"
102,"F52","->","F11"
103,"F52","->","F16"
104,"F52","->","F73"
105,"F12","->","F27"
106,"F16","->","F15"
107,"F17","->","F18"
108,"F17","->","F25"
109,"F18","->","F99"
110,"F41","->","F38"
111,"F41","->","F39"
112,"F41","->","F83"
113,"F41","->","F87"
114,"F41","->","F107"
115,"F44","->","F50"
116,"F44","->","F89"
117,"F44","->","F107"
118,"F20","->","F31"
119,"F20","->","F84"
120,"F20","->","F85"
121,"F20","->","F86"
122,"F20","->","F89"
123,"F21","->","Fault"
124,"F21","->","F22"
125,"F22","->","Fault"
126,"F22","->","F55"
127,"F22","->","F90"
128,"F22","->","F35"
129,"F25","->","F36"
130,"F26","->","F84"
131,"F26","->","F40"
132,"F26","->","F79"
133,"F26","->","F80"
134,"F92","->","F78"
135,"F92","->","F29"
136,"F98","->","F30"
137,"F98","->","F100"
138,"F30","->","F74"
139,"F30","->","F100"
140,"F31","->","F87"
141,"F31","->","F88"
142,"F31","->","F89"
143,"F37","->","F15"
144,"F84","->","F86"
145,"F96","->","F41"
146,"F96","->","F84"
147,"F96","->","F38"
148,"F96","->","F39"
149,"F96","->","F40"
150,"F96","->","F94"
151,"F39","->","F20"
152,"F39","->","F38"
153,"F39","->","F48"
154,"F39","->","F62"
155,"F40","->","F41"
156,"F42","->","F103"
157,"F48","->","F44"
158,"F48","->","F47"
159,"F48","->","F50"
160,"F48","->","F82"
161,"F48","->","F88"
162,"F50","->","F47"
163,"F50","->","F49"
164,"F83","->","F93"
165,"F61","->","F62"
166,"F67","->","F27"
167,"F67","->","F77"
168,"F86","->","F85"
169,"F71","->","F72"
170,"F82","->","F44"
171,"F82","->","F47"
172,"F82","->","F85"
173,"F89","->","F87"
174,"F89","->","F88"
175,"F91","->","F53"
176,"F91","->","F19"
177,"F91","->","F26"
178,"F91","->","F96"
179,"F91","->","F69"
180,"F91","->","F81"
181,"F91","->","F103"
182,"F91","->","F106"
183,"F93","->","F9"
184,"F93","->","F46"
185,"F93","->","F60"
186,"F93","->","F81"
187,"F94","->","F41"
188,"F94","->","F40"
189,"F99","->","F2"
190,"F99","->","F4"
191,"F99","->","F98"
192,"F99","->","F91"
193,"F99","->","F105"
194,"F99","->","F103"
195,"F99","->","F104"
196,"F99","->","F106"
197,"F105","->","F97"
198,"F105","->","F78"
199,"F105","->","F3"
200,"F105","->","F5"
201,"F105","->","F101"
202,"F105","->","F102"
203,"F101","->","F102"
204,"F104","->","F5"
