"ID","Variable 1","Dependency","Variable 2"
1,"Fault","->","F1"
2,"Fault","->","F2"
3,"Fault","->","F4"
4,"Fault","->","F53"
5,"Fault","->","F6"
6,"Fault","->","F7"
7,"Fault","->","F56"
8,"Fault","->","F8"
9,"Fault","->","F9"
10,"Fault","->","F10"
11,"Fault","->","F55"
12,"Fault","->","F52"
13,"Fault","->","F11"
14,"Fault","->","F13"
15,"Fault","->","F14"
16,"Fault","->","F15"
17,"Fault","->","F16"
18,"Fault","->","F17"
19,"Fault","->","F18"
20,"Fault","->","F19"
21,"Fault","->","F20"
22,"Fault","->","F90"
23,"Fault","->","F22"
24,"Fault","->","F23"
25,"Fault","->","F24"
26,"Fault","->","F25"
27,"Fault","->","F26"
28,"Fault","->","F28"
29,"Fault","->","F92"
30,"Fault","->","F29"
31,"Fault","->","F98"
32,"Fault","->","F30"
33,"Fault","->","F31"
34,"Fault","->","F32"
35,"Fault","->","F33"
36,"Fault","->","F34"
37,"Fault","->","F35"
38,"Fault","->","F36"
39,"Fault","->","F37"
40,"Fault","->","F84"
41,"Fault","->","F96"
42,"Fault","->","F39"
43,"Fault","->","F42"
44,"Fault","->","F43"
45,"Fault","->","F45"
46,"Fault","->","F46"
47,"Fault","->","F85"
48,"Fault","->","F49"
49,"Fault","->","F51"
50,"Fault","->","F83"
51,"Fault","->","F54"
52,"Fault","->","F57"
53,"Fault","->","F58"
54,"Fault","->","F59"
55,"Fault","->","F60"
56,"Fault","->","F61"
57,"Fault","->","F62"
58,"Fault","->","F63"
59,"Fault","->","F64"
60,"Fault","->","F65"
61,"Fault","->","F66"
62,"Fault","->","F67"
63,"Fault","->","F68"
64,"Fault","->","F70"
65,"Fault","->","F71"
66,"Fault","->","F73"
67,"Fault","->","F74"
68,"Fault","->","F75"
69,"Fault","->","F76"
70,"Fault","->","F77"
71,"Fault","->","F79"
72,"Fault","->","F80"
73,"Fault","->","F81"
74,"Fault","->","F87"
75,"Fault","->","F89"
76,"Fault","->","F91"
77,"Fault","->","F93"
78,"Fault","->","F94"
79,"Fault","->","F95"
80,"Fault","->","F99"
81,"Fault","->","F105"
82,"Fault","->","F101"
83,"Fault","->","F104"
84,"Fault","->","F106"
85,"Fault","->","F107"
86,"F97","->","F52"
87,"F97","->","F21"
88,"F97","->","F23"
89,"F97","->","F98"
90,"F97","->","F30"
91,"F97","->","F46"
92,"F97","->","F99"
93,"F97","->","F105"
94,"F97","->","F101"
95,"F97","->","F102"
96,"F97","->","F104"
97,"F97","->","F106"
98,"F2","->","F97"
99,"F2","->","F78"
100,"F2","->","F3"
101,"F2","->","F4"
102,"F2","->","F5"
103,"F2","->","F18"
104,"F2","->","F98"
105,"F2","->","F100"
106,"F2","->","F104"
107,"F78","->","F97"
108,"F78","->","F3"
109,"F78","->","F5"
110,"F78","->","F100"
111,"F4","->","F78"
112,"F4","->","F3"
113,"F4","->","F92"
114,"F4","->","F29"
115,"F5","->","F97"
116,"F53","->","F6"
117,"F53","->","F8"
118,"F53","->","F61"
119,"F56","->","F32"
120,"F10","->","F69"
121,"F52","->","F55"
122,"F52","->","F11"
123,"F52","->","F34"
124,"F52","->","F73"
125,"F17","->","F18"
126,"F17","->","F19"
127,"F17","->","F25"
128,"F17","->","F51"
129,"F19","->","F26"
130,"F41","->","F10"
131,"F41","->","F92"
132,"F41","->","F39"
133,"F41","->","F42"
134,"F41","->","F45"
135,"F41","->","F83"
136,"F41","->","F54"
137,"F41","->","F60"
138,"F44","->","F96"
139,"F44","->","F49"
140,"F44","->","F107"
141,"F20","->","F84"
142,"F20","->","F86"
143,"F90","->","F21"
144,"F22","->","F5"
145,"F22","->","F52"
146,"F22","->","F90"
147,"F22","->","F21"
148,"F22","->","F35"
149,"F22","->","F48"
150,"F25","->","F7"
151,"F25","->","F24"
152,"F25","->","F36"
153,"F26","->","F28"
154,"F26","->","F86"
155,"F26","->","F79"
156,"F26","->","F80"
157,"F92","->","F3"
158,"F92","->","F29"
159,"F92","->","F67"
160,"F98","->","F30"
161,"F98","->","F99"
162,"F98","->","F100"
