ID,Variable 1,Dependency,Variable 2
1,Fault,->,F91
2,F97,->,Fault
3,F97,->,F2
4,F97,->,F78
5,F97,->,F4
6,F97,->,F96
7,F97,->,F48
8,F97,->,F83
9,F2,->,F29
10,F78,->,F2
11,F78,->,F3
12,F78,->,F4
13,F78,->,F5
14,F78,->,F30
15,F78,->,F100
16,F78,->,F104
17,F3,->,F23
18,F4,->,F3
19,F4,->,F29
20,F4,->,F46
21,F53,->,F6
22,F53,->,F61
23,F56,->,F32
24,F55,->,F52
25,F52,->,F11
26,F52,->,F21
27,F52,->,F58
28,F52,->,F73
29,F11,->,F16
30,F18,->,F99
31,F19,->,F56
32,F19,->,F25
33,F21,->,F22
34,F22,->,F90
35,F22,->,F35
36,F22,->,F63
37,F23,->,F57
38,F25,->,F36
39,F26,->,F19
40,F26,->,F85
41,F26,->,F86
42,F26,->,F70
43,F26,->,F71
44,F26,->,F79
45,F26,->,F80
46,F92,->,F45
47,F29,->,F92
48,F29,->,F77
49,F36,->,F1
50,F96,->,F55
51,F96,->,F39
52,F96,->,F40
53,F96,->,F94
54,F96,->,F107
55,F39,->,F38
56,F39,->,F83
57,F46,->,F26
58,F46,->,F60
59,F47,->,F48
60,F48,->,F44
61,F48,->,F49
62,F48,->,F50
63,F48,->,F82
64,F50,->,F64
65,F51,->,F54
66,F83,->,F46
67,F57,->,F15
68,F61,->,F62
69,F64,->,F59
70,F86,->,F20
71,F86,->,F84
72,F77,->,F67
73,F82,->,F9
74,F88,->,F24
75,F88,->,F89
76,F89,->,F31
77,F91,->,F53
78,F91,->,F19
79,F91,->,F26
80,F91,->,F96
81,F91,->,F50
82,F91,->,F51
83,F91,->,F71
84,F91,->,F80
85,F91,->,F81
86,F91,->,F88
87,F91,->,F104
88,F91,->,F107
89,F99,->,F81
90,F99,->,F103
91,F99,->,F106
92,F105,->,F97
93,F105,->,F102
94,F102,->,F101
95,F103,->,F8
96,F103,->,F74
97,F106,->,F97
98,F106,->,F78
99,F106,->,F42
100,F106,->,F105
101,F107,->,F10
102,F107,->,F47
