"ID","Variable 1","Dependency","Variable 2"
1,"Fault","->","F1"
2,"Fault","->","F2"
3,"Fault","->","F4"
4,"Fault","->","F53"
5,"Fault","->","F6"
6,"Fault","->","F7"
7,"Fault","->","F56"
8,"Fault","->","F8"
9,"Fault","->","F9"
10,"Fault","->","F10"
11,"Fault","->","F55"
12,"Fault","->","F52"
13,"Fault","->","F11"
14,"Fault","->","F12"
15,"Fault","->","F13"
16,"Fault","->","F14"
17,"Fault","->","F16"
18,"Fault","->","F17"
19,"Fault","->","F18"
20,"Fault","->","F19"
21,"Fault","->","F20"
22,"Fault","->","F90"
23,"Fault","->","F22"
24,"Fault","->","F23"
25,"Fault","->","F24"
26,"Fault","->","F25"
27,"Fault","->","F26"
28,"Fault","->","F28"
29,"Fault","->","F92"
30,"Fault","->","F29"
31,"Fault","->","F98"
32,"Fault","->","F30"
33,"Fault","->","F31"
34,"Fault","->","F32"
35,"Fault","->","F33"
36,"Fault","->","F34"
37,"Fault","->","F35"
38,"Fault","->","F36"
39,"Fault","->","F37"
40,"Fault","->","F96"
41,"Fault","->","F39"
42,"Fault","->","F42"
43,"Fault","->","F43"
44,"Fault","->","F45"
45,"Fault","->","F46"
46,"Fault","->","F49"
47,"Fault","->","F50"
48,"Fault","->","F51"
49,"Fault","->","F83"
50,"Fault","->","F54"
51,"Fault","->","F57"
52,"Fault","->","F58"
53,"Fault","->","F59"
54,"Fault","->","F60"
55,"Fault","->","F61"
56,"Fault","->","F63"
57,"Fault","->","F64"
58,"Fault","->","F65"
59,"Fault","->","F66"
60,"Fault","->","F67"
61,"Fault","->","F68"
62,"Fault","->","F70"
63,"Fault","->","F71"
64,"Fault","->","F73"
65,"Fault","->","F74"
66,"Fault","->","F75"
67,"Fault","->","F76"
68,"Fault","->","F77"
69,"Fault","->","F79"
70,"Fault","->","F80"
71,"Fault","->","F81"
72,"Fault","->","F82"
73,"Fault","->","F91"
74,"Fault","->","F93"
75,"Fault","->","F94"
76,"Fault","->","F95"
77,"Fault","->","F99"
78,"Fault","->","F105"
79,"Fault","->","F101"
80,"Fault","->","F104"
81,"Fault","->","F107"
82,"F97","->","F18"
83,"F97","->","F21"
84,"F97","->","F42"
85,"F2","->","F5"
86,"F78","->","F4"
87,"F3","->","F97"
88,"F4","->","F97"
89,"F4","->","F3"
90,"F53","->","F6"
91,"F53","->","F61"
92,"F8","->","F53"
93,"F10","->","F69"
94,"F52","->","F55"
95,"F52","->","F11"
96,"F52","->","F73"
97,"F12","->","F27"
98,"F16","->","F15"
99,"F18","->","F17"
100,"F41","->","F83"
101,"F41","->","F87"
102,"F41","->","F107"
103,"F44","->","F107"
104,"F20","->","F84"
105,"F20","->","F85"
106,"F20","->","F86"
107,"F20","->","F89"
108,"F90","->","F21"
109,"F22","->","F52"
110,"F22","->","F90"
111,"F22","->","F21"
112,"F22","->","F35"
113,"F26","->","F40"
114,"F26","->","F79"
115,"F26","->","F80"
116,"F92","->","F78"
117,"F92","->","F29"
118,"F29","->","F3"
119,"F98","->","F78"
120,"F98","->","F3"
121,"F98","->","F30"
122,"F98","->","F100"
123,"F30","->","F78"
124,"F30","->","F74"
125,"F30","->","F100"
126,"F31","->","F87"
127,"F31","->","F88"
128,"F31","->","F89"
129,"F32","->","F56"
130,"F37","->","F15"
131,"F37","->","F38"
132,"F84","->","F86"
133,"F96","->","F41"
134,"F96","->","F84"
135,"F96","->","F38"
136,"F96","->","F39"
137,"F96","->","F40"
138,"F96","->","F91"
139,"F96","->","F94"
140,"F39","->","F20"
141,"F39","->","F84"
142,"F39","->","F38"
143,"F39","->","F62"
144,"F42","->","F103"
145,"F85","->","F86"
146,"F48","->","Fault"
147,"F48","->","F44"
148,"F48","->","F50"
149,"F48","->","F82"
150,"F48","->","F88"
151,"F48","->","F89"
152,"F50","->","F47"
153,"F50","->","F49"
154,"F83","->","F93"
155,"F61","->","F62"
156,"F67","->","F27"
157,"F76","->","F5"
158,"F81","->","F47"
159,"F82","->","F44"
160,"F82","->","F47"
161,"F82","->","F85"
162,"F89","->","F87"
163,"F89","->","F88"
164,"F91","->","F19"
165,"F91","->","F26"
166,"F91","->","F99"
167,"F91","->","F103"
168,"F91","->","F106"
169,"F93","->","F9"
170,"F93","->","F46"
171,"F93","->","F60"
172,"F93","->","F81"
173,"F94","->","F41"
174,"F94","->","F40"
175,"F95","->","F72"
176,"F99","->","F2"
177,"F99","->","F98"
178,"F99","->","F105"
179,"F99","->","F103"
180,"F99","->","F104"
181,"F99","->","F106"
182,"F100","->","F97"
183,"F105","->","F101"
184,"F105","->","F102"
185,"F101","->","F102"
186,"F103","->","F106"
187,"F104","->","F5"
