"ID","Variable 1","Dependency","Variable 2"
1,"Fault","->","F1"
2,"Fault","->","F2"
3,"Fault","->","F4"
4,"Fault","->","F53"
5,"Fault","->","F6"
6,"Fault","->","F7"
7,"Fault","->","F56"
8,"Fault","->","F8"
9,"Fault","->","F9"
10,"Fault","->","F10"
11,"Fault","->","F55"
12,"Fault","->","F52"
13,"Fault","->","F11"
14,"Fault","->","F12"
15,"Fault","->","F13"
16,"Fault","->","F14"
17,"Fault","->","F16"
18,"Fault","->","F17"
19,"Fault","->","F18"
20,"Fault","->","F19"
21,"Fault","->","F20"
22,"Fault","->","F90"
23,"Fault","->","F23"
24,"Fault","->","F24"
25,"Fault","->","F25"
26,"Fault","->","F26"
27,"Fault","->","F28"
28,"Fault","->","F92"
29,"Fault","->","F29"
30,"Fault","->","F98"
31,"Fault","->","F30"
32,"Fault","->","F31"
33,"Fault","->","F32"
34,"Fault","->","F33"
35,"Fault","->","F34"
36,"Fault","->","F35"
37,"Fault","->","F36"
38,"Fault","->","F37"
39,"Fault","->","F96"
40,"Fault","->","F39"
41,"Fault","->","F42"
42,"Fault","->","F43"
43,"Fault","->","F45"
44,"Fault","->","F46"
45,"Fault","->","F48"
46,"Fault","->","F49"
47,"Fault","->","F50"
48,"Fault","->","F51"
49,"Fault","->","F83"
50,"Fault","->","F54"
51,"Fault","->","F57"
52,"Fault","->","F58"
53,"Fault","->","F59"
54,"Fault","->","F60"
55,"Fault","->","F61"
56,"Fault","->","F63"
57,"Fault","->","F64"
58,"Fault","->","F65"
59,"Fault","->","F66"
60,"Fault","->","F67"
61,"Fault","->","F68"
62,"Fault","->","F70"
63,"Fault","->","F71"
64,"Fault","->","F73"
65,"Fault","->","F74"
66,"Fault","->","F75"
67,"Fault","->","F76"
68,"Fault","->","F79"
69,"Fault","->","F80"
70,"Fault","->","F81"
71,"Fault","->","F82"
72,"Fault","->","F91"
73,"Fault","->","F93"
74,"Fault","->","F94"
75,"Fault","->","F95"
76,"Fault","->","F99"
77,"Fault","->","F105"
78,"Fault","->","F101"
79,"Fault","->","F104"
80,"Fault","->","F106"
81,"Fault","->","F107"
82,"F97","->","F18"
83,"F97","->","F42"
84,"F97","->","F69"
85,"F2","->","F78"
86,"F2","->","F5"
87,"F78","->","F97"
88,"F4","->","F78"
89,"F4","->","F3"
90,"F53","->","F6"
91,"F53","->","F8"
92,"F53","->","F61"
93,"F56","->","F32"
94,"F10","->","F69"
95,"F55","->","F52"
96,"F52","->","F11"
97,"F52","->","F73"
98,"F12","->","F27"
99,"F16","->","F15"
100,"F18","->","F17"
101,"F41","->","F48"
102,"F41","->","F83"
103,"F41","->","F87"
104,"F41","->","F107"
105,"F44","->","F107"
106,"F20","->","F84"
107,"F20","->","F85"
108,"F20","->","F86"
109,"F20","->","F89"
110,"F21","->","Fault"
111,"F21","->","F22"
112,"F22","->","Fault"
113,"F22","->","F55"
114,"F22","->","F90"
115,"F22","->","F35"
116,"F26","->","F40"
117,"F26","->","F79"
118,"F26","->","F80"
119,"F92","->","F78"
120,"F92","->","F3"
121,"F92","->","F29"
122,"F92","->","F77"
123,"F98","->","F3"
124,"F98","->","F30"
125,"F98","->","F100"
126,"F30","->","F97"
127,"F30","->","F74"
128,"F30","->","F100"
129,"F31","->","F87"
130,"F31","->","F88"
131,"F31","->","F89"
132,"F37","->","F15"
133,"F37","->","F38"
134,"F84","->","F86"
135,"F96","->","F41"
136,"F96","->","F84"
137,"F96","->","F38"
138,"F96","->","F39"
139,"F96","->","F40"
140,"F96","->","F91"
141,"F96","->","F94"
142,"F39","->","F20"
143,"F39","->","F84"
144,"F39","->","F38"
145,"F39","->","F62"
146,"F40","->","F41"
147,"F42","->","F103"
148,"F46","->","F77"
149,"F85","->","F86"
150,"F48","->","F44"
151,"F48","->","F50"
152,"F48","->","F82"
153,"F48","->","F88"
154,"F48","->","F89"
155,"F50","->","F47"
156,"F50","->","F49"
157,"F83","->","F93"
158,"F61","->","F62"
159,"F67","->","F27"
160,"F67","->","F77"
161,"F76","->","F5"
162,"F81","->","F47"
163,"F82","->","F44"
164,"F82","->","F47"
165,"F82","->","F85"
166,"F89","->","F87"
167,"F89","->","F88"
168,"F91","->","F19"
169,"F91","->","F26"
170,"F91","->","F99"
171,"F91","->","F103"
172,"F93","->","F9"
173,"F93","->","F46"
174,"F93","->","F60"
175,"F93","->","F81"
176,"F94","->","F40"
177,"F95","->","F72"
178,"F99","->","F2"
179,"F99","->","F4"
180,"F99","->","F98"
181,"F99","->","F105"
182,"F99","->","F103"
183,"F99","->","F104"
184,"F99","->","F106"
185,"F105","->","F97"
186,"F105","->","F101"
187,"F105","->","F102"
188,"F101","->","F102"
189,"F104","->","F5"
