"ID","Variable 1","Dependency","Variable 2"
1,"F97","->","F2"
2,"F97","->","F3"
3,"F97","->","F4"
4,"F97","->","F92"
5,"F97","->","F30"
6,"F97","->","F42"
7,"F97","->","F100"
8,"F97","->","F105"
9,"F97","->","F104"
10,"F2","->","F5"
11,"F52","->","F58"
12,"F52","->","F73"
13,"F17","->","F18"
14,"F17","->","F19"
15,"F18","->","F51"
16,"F19","->","F25"
17,"F41","->","F96"
18,"F41","->","F38"
19,"F41","->","F39"
20,"F41","->","F40"
21,"F41","->","F83"
22,"F41","->","F67"
23,"F41","->","F107"
24,"F44","->","F47"
25,"F44","->","F48"
26,"F44","->","F49"
27,"F44","->","F50"
28,"F44","->","F82"
29,"F20","->","F84"
30,"F20","->","F85"
31,"F20","->","F86"
32,"F90","->","F21"
33,"F21","->","F22"
34,"F22","->","F52"
35,"F22","->","F41"
36,"F22","->","F35"
37,"F22","->","F60"
38,"F25","->","F1"
39,"F25","->","F36"
40,"F26","->","F79"
41,"F26","->","F80"
42,"F92","->","F29"
43,"F92","->","F31"
44,"F92","->","F67"
45,"F29","->","F108"
46,"F31","->","F87"
47,"F96","->","F94"
48,"F85","->","F26"
49,"F85","->","F43"
50,"F50","->","F64"
51,"F51","->","F54"
52,"F83","->","F93"
53,"F58","->","F6"
54,"F61","->","F62"
55,"F67","->","F61"
56,"F67","->","F77"
57,"F73","->","F55"
58,"F73","->","F11"
59,"F73","->","F23"
60,"F80","->","F33"
61,"F91","->","F17"
62,"F91","->","F41"
63,"F91","->","F90"
64,"F91","->","F71"
65,"F91","->","F107"
66,"F93","->","F9"
67,"F93","->","F20"
68,"F93","->","F46"
69,"F93","->","F81"
70,"F99","->","F106"
71,"F105","->","F98"
72,"F105","->","F102"
73,"F102","->","F101"
74,"F103","->","F97"
75,"F106","->","F91"
76,"F106","->","F103"
77,"F107","->","F10"
78,"F107","->","F44"
