ID,Variable 1,Dependency,Variable 2
1,F97,->,F2
2,F97,->,F78
3,F97,->,F3
4,F97,->,F4
5,F97,->,F22
6,F97,->,F92
7,F97,->,F30
8,F97,->,F42
9,F97,->,F46
10,F97,->,F100
11,F97,->,F105
12,F97,->,F103
13,F2,->,F5
14,F52,->,F73
15,F17,->,F18
16,F17,->,F19
17,F18,->,F51
18,F19,->,F25
19,F20,->,F85
20,F20,->,F86
21,F21,->,F90
22,F22,->,F52
23,F22,->,F21
24,F22,->,F35
25,F22,->,F60
26,F25,->,F1
27,F26,->,F79
28,F26,->,F80
29,F92,->,F29
30,F92,->,F31
31,F92,->,F67
32,F29,->,F108
33,F31,->,F87
34,F84,->,F20
35,F96,->,F38
36,F96,->,F39
37,F96,->,F40
38,F96,->,F94
39,F96,->,F107
40,F39,->,F83
41,F47,->,F48
42,F85,->,F26
43,F85,->,F43
44,F48,->,F49
45,F48,->,F50
46,F48,->,F64
47,F48,->,F82
48,F51,->,F54
49,F67,->,F77
50,F73,->,F55
51,F73,->,F11
52,F73,->,F23
53,F80,->,F97
54,F80,->,F33
55,F91,->,F17
56,F91,->,F96
57,F91,->,F67
58,F91,->,F71
59,F91,->,F81
60,F105,->,F98
61,F105,->,F102
62,F103,->,F106
63,F106,->,F91
64,F107,->,F10
65,F107,->,F47
