ID,Variable 1,Dependency,Variable 2
1,Fault,->,F1
2,Fault,->,F2
3,Fault,->,F3
4,Fault,->,F4
5,Fault,->,F5
6,Fault,->,F53
7,Fault,->,F6
8,Fault,->,F7
9,Fault,->,F56
10,Fault,->,F8
11,Fault,->,F9
12,Fault,->,F10
13,Fault,->,F55
14,Fault,->,F52
15,Fault,->,F11
16,Fault,->,F13
17,Fault,->,F14
18,Fault,->,F16
19,Fault,->,F17
20,Fault,->,F18
21,Fault,->,F19
22,Fault,->,F20
23,Fault,->,F90
24,Fault,->,F23
25,Fault,->,F25
26,Fault,->,F26
27,Fault,->,F27
28,Fault,->,F28
29,Fault,->,F92
30,Fault,->,F98
31,Fault,->,F30
32,Fault,->,F31
33,Fault,->,F32
34,Fault,->,F33
35,Fault,->,F34
36,Fault,->,F35
37,Fault,->,F37
38,Fault,->,F96
39,Fault,->,F38
40,Fault,->,F39
41,Fault,->,F40
42,Fault,->,F42
43,Fault,->,F43
44,Fault,->,F45
45,Fault,->,F46
46,Fault,->,F47
47,Fault,->,F48
48,Fault,->,F49
49,Fault,->,F50
50,Fault,->,F51
51,Fault,->,F83
52,Fault,->,F54
53,Fault,->,F57
54,Fault,->,F59
55,Fault,->,F60
56,Fault,->,F62
57,Fault,->,F63
58,Fault,->,F64
59,Fault,->,F65
60,Fault,->,F66
61,Fault,->,F67
62,Fault,->,F68
63,Fault,->,F70
64,Fault,->,F71
65,Fault,->,F73
66,Fault,->,F74
67,Fault,->,F75
68,Fault,->,F77
69,Fault,->,F79
70,Fault,->,F80
71,Fault,->,F81
72,Fault,->,F82
73,Fault,->,F91
74,Fault,->,F94
75,Fault,->,F95
76,Fault,->,F105
77,Fault,->,F103
78,Fault,->,F106
79,F97,->,F18
80,F97,->,F42
81,F2,->,F97
82,F2,->,F5
83,F2,->,F102
84,F78,->,F4
85,F4,->,F3
86,F53,->,F6
87,F53,->,F8
88,F53,->,F62
89,F56,->,F32
90,F10,->,F69
91,F16,->,F15
92,F17,->,F18
93,F20,->,F31
94,F20,->,F84
95,F20,->,F85
96,F20,->,F86
97,F21,->,Fault
98,F21,->,F22
99,F22,->,Fault
100,F26,->,F87
101,F26,->,F89
102,F27,->,F12
103,F92,->,F78
104,F92,->,F29
105,F92,->,F100
106,F98,->,F2
107,F98,->,F78
108,F98,->,F30
109,F98,->,F100
110,F98,->,F105
111,F98,->,F103
112,F30,->,F74
113,F31,->,F87
114,F31,->,F88
115,F31,->,F89
116,F37,->,F15
117,F37,->,F107
118,F84,->,F86
119,F96,->,F84
120,F96,->,F38
121,F96,->,F39
122,F96,->,F40
123,F96,->,F83
124,F96,->,F87
125,F96,->,F94
126,F96,->,F107
127,F39,->,F20
128,F39,->,F84
129,F85,->,F86
130,F48,->,F50
131,F48,->,F82
132,F48,->,F88
133,F48,->,F89
134,F48,->,F107
135,F50,->,F47
136,F50,->,F49
137,F67,->,F12
138,F86,->,F70
139,F82,->,F85
140,F87,->,F88
141,F87,->,F89
142,F89,->,F88
143,F91,->,F78
144,F91,->,F100
145,F91,->,F102
146,F95,->,F72
147,F105,->,F102
148,F103,->,F106
149,F106,->,F69
