ID,Variable 1,Dependency,Variable 2
1,Fault,->,F26
2,Fault,->,F96
3,Fault,->,F81
4,Fault,->,F91
5,F1,->,F56
6,F97,->,F1
7,F97,->,F78
8,F97,->,F3
9,F97,->,F5
10,F97,->,F32
11,F97,->,F83
12,F97,->,F60
13,F97,->,F67
14,F97,->,F100
15,F2,->,Fault
16,F2,->,F8
17,F2,->,F92
18,F2,->,F48
19,F3,->,F4
20,F4,->,F92
21,F4,->,F51
22,F5,->,F2
23,F53,->,F6
24,F53,->,F61
25,F56,->,F32
26,F8,->,F57
27,F10,->,F69
28,F55,->,F52
29,F52,->,F11
30,F52,->,F16
31,F52,->,F23
32,F52,->,F33
33,F52,->,F58
34,F52,->,F63
35,F52,->,F73
36,F19,->,F25
37,F44,->,F47
38,F44,->,F48
39,F44,->,F49
40,F20,->,F84
41,F20,->,F85
42,F20,->,F86
43,F21,->,F22
44,F22,->,F56
45,F22,->,F55
46,F22,->,F90
47,F22,->,F35
48,F25,->,F7
49,F25,->,F24
50,F25,->,F36
51,F25,->,F59
52,F26,->,F19
53,F26,->,F20
54,F26,->,F49
55,F26,->,F79
56,F26,->,F80
57,F26,->,F107
58,F92,->,F29
59,F92,->,F31
60,F92,->,F51
61,F92,->,F67
62,F30,->,F46
63,F30,->,F74
64,F31,->,F87
65,F31,->,F89
66,F33,->,F34
67,F36,->,F1
68,F96,->,F38
69,F96,->,F39
70,F96,->,F40
71,F96,->,F94
72,F96,->,F107
73,F39,->,F83
74,F42,->,F99
75,F46,->,F10
76,F46,->,F45
77,F48,->,F9
78,F48,->,F50
79,F48,->,F82
80,F50,->,F64
81,F51,->,F54
82,F83,->,F44
83,F61,->,F62
84,F61,->,F66
85,F66,->,F95
86,F67,->,F77
87,F86,->,F70
88,F80,->,F31
89,F89,->,F88
90,F91,->,F53
91,F91,->,F8
92,F91,->,F19
93,F91,->,F50
94,F91,->,F74
95,F91,->,F76
96,F91,->,F80
97,F91,->,F107
98,F99,->,F18
99,F99,->,F30
100,F99,->,F71
101,F99,->,F105
102,F99,->,F103
103,F99,->,F104
104,F99,->,F106
105,F105,->,F97
106,F105,->,F21
107,F105,->,F102
108,F102,->,F101
109,F107,->,F10
110,F107,->,F44
111,F107,->,F45
112,F107,->,F46
113,F107,->,F60
114,F107,->,F67
115,F107,->,F75
