"ID","Variable 1","Dependency","Variable 2"
1,"F1","->","F56"
2,"F97","->","F2"
3,"F97","->","F78"
4,"F97","->","F3"
5,"F97","->","F4"
6,"F97","->","F18"
7,"F97","->","F46"
8,"F97","->","F100"
9,"F2","->","F5"
10,"F4","->","F92"
11,"F4","->","F51"
12,"F53","->","F6"
13,"F53","->","F61"
14,"F56","->","F32"
15,"F55","->","F52"
16,"F52","->","F11"
17,"F52","->","F16"
18,"F52","->","F23"
19,"F52","->","F58"
20,"F52","->","F63"
21,"F52","->","F73"
22,"F17","->","F18"
23,"F17","->","F25"
24,"F19","->","F17"
25,"F41","->","F38"
26,"F41","->","F83"
27,"F41","->","F107"
28,"F44","->","F47"
29,"F44","->","F48"
30,"F44","->","F49"
31,"F20","->","F84"
32,"F20","->","F85"
33,"F20","->","F86"
34,"F21","->","F22"
35,"F22","->","F55"
36,"F22","->","F90"
37,"F22","->","F35"
38,"F25","->","F1"
39,"F25","->","F7"
40,"F25","->","F24"
41,"F25","->","F36"
42,"F26","->","F20"
43,"F26","->","F70"
44,"F26","->","F79"
45,"F26","->","F80"
46,"F92","->","F29"
47,"F92","->","F67"
48,"F98","->","F30"
49,"F98","->","F74"
50,"F98","->","F99"
51,"F31","->","F87"
52,"F31","->","F88"
53,"F31","->","F89"
54,"F96","->","F39"
55,"F96","->","F40"
56,"F96","->","F94"
57,"F48","->","F50"
58,"F48","->","F82"
59,"F50","->","F26"
60,"F50","->","F64"
61,"F51","->","F54"
62,"F83","->","F44"
63,"F83","->","F93"
64,"F61","->","F62"
65,"F67","->","F77"
66,"F91","->","Fault"
67,"F91","->","F53"
68,"F91","->","F8"
69,"F91","->","F19"
70,"F91","->","F96"
71,"F91","->","F71"
72,"F91","->","F81"
73,"F93","->","F9"
74,"F93","->","F46"
75,"F93","->","F81"
76,"F93","->","F107"
77,"F94","->","F41"
78,"F99","->","F91"
79,"F99","->","F105"
80,"F99","->","F103"
81,"F99","->","F106"
82,"F105","->","F21"
83,"F105","->","F102"
84,"F102","->","F101"
85,"F106","->","F97"
86,"F106","->","F42"
87,"F106","->","F104"
88,"F107","->","F10"
89,"F107","->","F44"
90,"F107","->","F60"
