"ID","Variable 1","Dependency","Variable 2"
1,"F97","->","F23"
2,"F2","->","F78"
3,"F78","->","F3"
4,"F78","->","F4"
5,"F78","->","F5"
6,"F78","->","F98"
7,"F78","->","F30"
8,"F78","->","F99"
9,"F78","->","F100"
10,"F78","->","F104"
11,"F3","->","F97"
12,"F4","->","F42"
13,"F5","->","F10"
14,"F10","->","F77"
15,"F14","->","F24"
16,"F17","->","F18"
17,"F17","->","F19"
18,"F19","->","F92"
19,"F41","->","F96"
20,"F41","->","F40"
21,"F44","->","F47"
22,"F44","->","F85"
23,"F44","->","F48"
24,"F44","->","F49"
25,"F44","->","F50"
26,"F44","->","F82"
27,"F21","->","F22"
28,"F22","->","F90"
29,"F26","->","F80"
30,"F92","->","F29"
31,"F92","->","F67"
32,"F29","->","F25"
33,"F29","->","F87"
34,"F32","->","F56"
35,"F96","->","F38"
36,"F96","->","F39"
37,"F96","->","F94"
38,"F39","->","F83"
39,"F46","->","F2"
40,"F83","->","F93"
41,"F57","->","F12"
42,"F59","->","F88"
43,"F66","->","F37"
44,"F69","->","F45"
45,"F87","->","F108"
46,"F91","->","F21"
47,"F91","->","F60"
48,"F91","->","F107"
49,"F93","->","F46"
50,"F93","->","F69"
51,"F100","->","F57"
52,"F105","->","F102"
53,"F102","->","F89"
54,"F102","->","F101"
55,"F103","->","F106"
56,"F104","->","F105"
57,"F104","->","F103"
58,"F106","->","F91"
59,"F107","->","F44"
60,"F108","->","F66"
