ID,Variable 1,Dependency,Variable 2
1,Fault,->,F1
2,Fault,->,F2
3,Fault,->,F53
4,Fault,->,F7
5,Fault,->,F56
6,Fault,->,F8
7,Fault,->,F9
8,Fault,->,F10
9,Fault,->,F55
10,Fault,->,F52
11,Fault,->,F11
12,Fault,->,F14
13,Fault,->,F16
14,Fault,->,F18
15,Fault,->,F19
16,Fault,->,F20
17,Fault,->,F90
18,Fault,->,F21
19,Fault,->,F23
20,Fault,->,F24
21,Fault,->,F25
22,Fault,->,F26
23,Fault,->,F28
24,Fault,->,F92
25,Fault,->,F30
26,Fault,->,F31
27,Fault,->,F32
28,Fault,->,F34
29,Fault,->,F35
30,Fault,->,F36
31,Fault,->,F37
32,Fault,->,F96
33,Fault,->,F39
34,Fault,->,F42
35,Fault,->,F43
36,Fault,->,F45
37,Fault,->,F46
38,Fault,->,F51
39,Fault,->,F83
40,Fault,->,F54
41,Fault,->,F57
42,Fault,->,F58
43,Fault,->,F59
44,Fault,->,F60
45,Fault,->,F61
46,Fault,->,F63
47,Fault,->,F64
48,Fault,->,F65
49,Fault,->,F66
50,Fault,->,F67
51,Fault,->,F71
52,Fault,->,F73
53,Fault,->,F74
54,Fault,->,F75
55,Fault,->,F76
56,Fault,->,F79
57,Fault,->,F80
58,Fault,->,F81
59,Fault,->,F82
60,Fault,->,F91
61,Fault,->,F99
62,Fault,->,F101
63,Fault,->,F104
64,Fault,->,F107
65,F97,->,F18
66,F97,->,F30
67,F97,->,F42
68,F97,->,F49
69,F2,->,F4
70,F2,->,F5
71,F2,->,F105
72,F2,->,F103
73,F2,->,F106
74,F78,->,F97
75,F4,->,F78
76,F4,->,F3
77,F53,->,F6
78,F56,->,F32
79,F8,->,F13
80,F10,->,F69
81,F52,->,F40
82,F11,->,F33
83,F16,->,F15
84,F19,->,F6
85,F19,->,F33
86,F44,->,F3
87,F44,->,F4
88,F44,->,F48
89,F44,->,F89
90,F44,->,F105
91,F44,->,F107
92,F20,->,F84
93,F20,->,F85
94,F20,->,F86
95,F21,->,F13
96,F21,->,F22
97,F25,->,F6
98,F26,->,F40
99,F26,->,F49
100,F26,->,F70
101,F26,->,F94
102,F27,->,F12
103,F92,->,F78
104,F92,->,F3
105,F92,->,F4
106,F92,->,F29
107,F92,->,F105
108,F30,->,F5
109,F30,->,F74
110,F31,->,F87
111,F31,->,F88
112,F31,->,F89
113,F35,->,F22
114,F37,->,F15
115,F37,->,F38
116,F84,->,F86
117,F96,->,F84
118,F96,->,F38
119,F96,->,F39
120,F96,->,F40
121,F96,->,F83
122,F96,->,F87
123,F96,->,F94
124,F48,->,Fault
125,F48,->,F50
126,F48,->,F82
127,F48,->,F88
128,F50,->,Fault
129,F50,->,F47
130,F50,->,F49
131,F61,->,F62
132,F64,->,F94
133,F66,->,F70
134,F66,->,F95
135,F67,->,F12
136,F67,->,F77
137,F72,->,F95
138,F86,->,F70
139,F70,->,F72
140,F74,->,F100
141,F76,->,F5
142,F81,->,F47
143,F82,->,F85
144,F89,->,F87
145,F89,->,F88
146,F91,->,F38
147,F91,->,F89
148,F91,->,F103
149,F91,->,F106
150,F99,->,F2
151,F99,->,F4
152,F99,->,F105
153,F99,->,F103
154,F99,->,F104
155,F99,->,F106
156,F105,->,F101
157,F101,->,F102
158,F104,->,F100
159,F107,->,F27
160,F107,->,F96
