ID,Variable 1,Dependency,Variable 2
1,Fault,->,F53
2,Fault,->,F56
3,Fault,->,F8
4,Fault,->,F9
5,Fault,->,F10
6,Fault,->,F52
7,Fault,->,F16
8,Fault,->,F18
9,Fault,->,F19
10,Fault,->,F90
11,Fault,->,F21
12,Fault,->,F25
13,Fault,->,F26
14,Fault,->,F92
15,Fault,->,F32
16,Fault,->,F45
17,Fault,->,F46
18,Fault,->,F51
19,Fault,->,F83
20,Fault,->,F58
21,Fault,->,F60
22,Fault,->,F61
23,Fault,->,F64
24,Fault,->,F67
25,Fault,->,F74
26,Fault,->,F79
27,Fault,->,F81
28,Fault,->,F91
29,Fault,->,F99
30,Fault,->,F107
31,F97,->,F24
32,F97,->,F31
33,F97,->,F57
34,F97,->,F100
35,F2,->,F97
36,F2,->,F4
37,F2,->,F5
38,F4,->,F3
39,F53,->,F6
40,F7,->,F24
41,F7,->,F59
42,F56,->,F1
43,F8,->,F13
44,F10,->,F69
45,F52,->,F11
46,F52,->,F22
47,F52,->,F35
48,F52,->,F50
49,F52,->,F80
50,F11,->,F55
51,F11,->,F33
52,F11,->,F63
53,F11,->,F73
54,F12,->,F27
55,F14,->,F6
56,F16,->,F14
57,F18,->,F75
58,F44,->,F7
59,F44,->,F43
60,F44,->,F85
61,F44,->,F48
62,F44,->,F88
63,F44,->,F89
64,F44,->,F107
65,F20,->,F31
66,F20,->,F84
67,F20,->,F85
68,F20,->,F86
69,F20,->,F76
70,F21,->,F22
71,F22,->,F23
72,F22,->,F35
73,F22,->,F43
74,F22,->,F63
75,F25,->,F7
76,F25,->,F14
77,F25,->,F36
78,F26,->,F20
79,F26,->,F39
80,F26,->,F47
81,F26,->,F49
82,F26,->,F50
83,F26,->,F71
84,F26,->,F80
85,F26,->,F82
86,F92,->,F78
87,F92,->,F3
88,F92,->,F4
89,F92,->,F29
90,F92,->,F105
91,F29,->,F104
92,F31,->,F87
93,F31,->,F89
94,F32,->,F57
95,F33,->,F34
96,F34,->,F65
97,F36,->,F1
98,F37,->,F15
99,F96,->,F20
100,F96,->,F38
101,F96,->,F39
102,F96,->,F40
103,F96,->,F94
104,F47,->,F49
105,F48,->,Fault
106,F48,->,F50
107,F48,->,F82
108,F50,->,F47
109,F51,->,F54
110,F83,->,F96
111,F83,->,F54
112,F61,->,F62
113,F61,->,F66
114,F63,->,F23
115,F64,->,F94
116,F66,->,F95
117,F67,->,F77
118,F86,->,F70
119,F70,->,F72
120,F74,->,F30
121,F80,->,F28
122,F81,->,F42
123,F89,->,F87
124,F89,->,F88
125,F91,->,F4
126,F91,->,F34
127,F91,->,F96
128,F91,->,F66
129,F91,->,F76
130,F91,->,F82
131,F91,->,F101
132,F91,->,F103
133,F91,->,F106
134,F99,->,F2
135,F99,->,F30
136,F99,->,F96
137,F99,->,F42
138,F99,->,F71
139,F99,->,F105
140,F99,->,F103
141,F99,->,F104
142,F99,->,F106
143,F105,->,F78
144,F105,->,F102
145,F101,->,F2
146,F102,->,F101
147,F107,->,F37
